ent_id,ent_name,category
874,移植后新发糖尿病,Disease
877,自身免疫性多内分泌腺病综合征2型,Disease
882,21OHD,Disease
891,青少年男性乳腺增生症,Disease
902,肾小球局限性硬化,Disease
912,声带麻痹,Disease
922,肾石症,Disease
931,低钠血症,Disease
934,脂肪组织慢性炎症反应,Disease
935,继发性类固醇糖尿病,Disease
942,嵌压性周围神经病,Disease
951,脑肿瘤,Disease
960,退行性癌,Disease
972,外周高胰岛素血症,Disease
973,PAIS,Disease
979,甲状腺恶性肿瘤,Disease
994,餐后糖尿病,Disease
995,自身免疫耐受,Disease
998,肾上腺皮质机能减退,Disease
1005,自主神经受损,Disease
1012,基.威氏综合征,Disease
1031,DR,Disease
1032,垂体前叶功能受损,Disease
1035,脊柱与椎管内病变,Disease
1039,心衰,Disease
1040,轻、中度1肾功能不全,Disease
1041,下肢动脉血管粥样硬化,Disease
1043,胰岛素受损,Disease
1059,纤维囊肿,Disease
1065,胰升糖素瘤,Disease
1076,脂肪细胞功能障碍,Disease
1081,失明,Disease
1083,“肾脏病,Disease
1086,无睡眠障碍,Disease
1097,颈部恶性疾病,Disease
1105,Addison病,Disease
1106,肝脏病变,Disease
1120,癌症,Disease
1121,毛霉菌病,Disease
1128,面部感染,Disease
1134,心脑血管疾病,Disease
1135,肺肾综合征,Disease
1153,GDM2,Disease
1161,糖尿病皮肤病变,Disease
1166,乳酸酸中毒,Disease
1174,冠状动脉粥样硬化,Disease
1176,硒缺乏,Disease
1186,DKD,Disease
1188,组织损伤,Disease
1197,特发性孤立性垂体ACTH缺乏症,Disease
1198,甲状腺功能显著减退,Disease
1208,单纯高三酰甘油血症,Disease
1214,糖尿病最,Disease
1216,非亚临床As,Disease
1221,ESS,Disease
1222,胫前色素沉着斑,Disease
1237,糖尿病并发症,Disease
1240,坐骨神经病变,Disease
1242,高FPG,Disease
1246,异位病灶,Disease
1247,糖尿病视网膜病(DR,Disease
1256,非促肾上腺皮质激素依赖性库欣综合征,Disease
1265,软组织肉瘤,Disease
1268,腹型肥胖,Disease
1272,宫内生长受限,Disease
1274,新生血管,Disease
1291,双耳感音神经性耳聋,Disease
1295,慢性肾病(CKD),Disease
1300,滤泡细胞癌,Disease
1303,肾上腺皮质癌,Disease
1305,怀孕,Disease
1306,新生儿畸形,Disease
1307,内皮细胞炎症,Disease
1316,低甲状腺素血症,Disease
1323,结肠绒毛管状腺瘤,Disease
1325,NAFLD),Disease
1326,糖尿病微循环障碍,Disease
1345,糖尿病下肢动脉病变,Disease
1346,NADPH氧化酶激活,Disease
1347,缺血性梗死,Disease
1360,糖尿病肾小球硬化,Disease
1361,胆固醇代谢紊乱,Disease
1362,DKD肾小球病变,Disease
1363,全凶死亡,Disease
1364,女性性腺功能低下,Disease
1371,主动脉脉瓣狭窄,Disease
1383,基础心血管疾病,Disease
1389,感音性神经性耳聋,Disease
1390,受孕或在怀孕前,Disease
1394,MI,Disease
1400,高钠血症,Disease
1404,DCD,Disease
1407,临床PPT,Disease
1419,肾小球动脉硬化,Disease
1421,11β-OHD,Disease
1428,剩留心血管风险,Disease
1431,肾内微循环障碍,Disease
1434,糖尿病的肾纤维化,Disease
1438,正常代谢性肥胖,Disease
1445,ED,Disease
1447,心肌病,Disease
1449,感染坏死,Disease
1453,单神经病变,Disease
1459,糖尿病合并心血管并发症,Disease
1478,低渗性低钠血症,Disease
1503,水中毒,Disease
1519,生长迟缓,Disease
1520,心脏性死亡,Disease
1526,结肠气囊肿病,Disease
1530,高血压病,Disease
1531,高肾素血症,Disease
1540,心脑血管病变,Disease
1541,血管平滑肌细胞炎症反应,Disease
1545,脑动脉硬化,Disease
1558,急性心肌梗死(非ST段抬高型),Disease
1561,HH,Disease
1569,AIDS,Disease
1571,视神经萎缩,Disease
1575,过敏性皮炎,Disease
1587,胎儿畸形,Disease
1589,颈动脉粥样硬化斑块,Disease
1596,结肠息肉癌变,Disease
1597,出生低体重,Disease
1598,多发性硬化症,Disease
1602,妊娠结局,Disease
1610,过敏性鼻炎,Disease
1618,肺内纤维性间皮瘤,Disease
1620,肾小管/肾血管损伤,Disease
1629,甲状腺功能亢进,Disease
1630,葡萄糖耐量受损,Disease
1633,结肠黏膜病变,Disease
1636,心律失常,Disease
1642,糖尿病大血管并发症,Disease
1643,低FT4血症,Disease
1644,肾上盏或肾中盏结石,Disease
1646,高LDL.C血症,Disease
1647,非酒精性脂肪肝(NAFLD,Disease
1652,单纯脂肪肝组,Disease
1653,活动性GO,Disease
1657,DFI,Disease
1662,窦性心律,Disease
1668,A型胰岛素抵抗综合征,Disease
1670,肾衰竭,Disease
1672,自身免疫性肝炎,Disease
1687,特发性继发性肾上腺功能减退,Disease
1706,心、脑血管疾病,Disease
1708,脑血管内皮细胞缺血再灌注损伤,Disease
1711,CIMT增厚,Disease
1724,产科并发症,Disease
1733,继发性甲状旁腺功能亢进,Disease
1734,POI,Disease
1753,自身免疫紊乱,Disease
1756,高非HDL-C血症,Disease
1757,维生素D缺乏,Disease
1766,播散性的蜂窝组织炎,Disease
1774,应激状态,Disease
1784,全身糖代谢紊乱,Disease
1785,糖尿病性肾病,Disease
1786,恶性结节,Disease
1794,自主神经病变,Disease
1798,囊实性结节,Disease
1799,急性胎儿窘迫,Disease
1801,GH缺乏症,Disease
1810,继发性肾上腺皮质功能不全,Disease
1812,缺血性心血管不良事件,Disease
1814,急性Charcot足,Disease
1823,小于胎龄儿,Disease
1827,肾损伤,Disease
1831,脑梗死,Disease
1832,婴幼儿生长发育障碍,Disease
1835,长度依赖性轴索性周围神经病,Disease
1837,先兆子痫,Disease
1856,超重肥胖,Disease
1861,肾病综合征,Disease
1862,急性肝功能哀竭,Disease
1867,高胰岛素血症,Disease
1870,糖尿病动脉粥样硬化,Disease
1878,消化性溃疡,Disease
1883,全身的代谢紊乱,Disease
1893,小阴茎,Disease
1894,体位性蛋白尿,Disease
1904,IGM,Disease
1918,恶性肿瘤伴转移,Disease
1920,自身免疫病,Disease
1928,亚临床冠状动脉粥样硬化,Disease
1943,肿块,Disease
1946,1A型糖尿病,Disease
1953,垂体性侏儒症,Disease
1961,共济失调,Disease
1963,同时有脂肪肝和胰腺脂肪浸润,Disease
1968,慢性血管并发症,Disease
1973,糖尿病大血管,Disease
1982,扩张型心肌病,Disease
1984,心血管代谢危险疾病,Disease
1986,T1DM,Disease
1994,混合型血脂异常,Disease
1995,甲状旁腺功能亢进症,Disease
1999,术后感染,Disease
2004,IIUA,Disease
2005,老年甲减,Disease
2011,脑血管损伤,Disease
2012,FTLD,Disease
2013,致AS性血脂异常,Disease
2014,急、慢性尿酸(盐)’肾病,Disease
2015,非功能性垂体瘤,Disease
2016,高甘油三酯血症合并HUA,Disease
2032,骨骼组织病变,Disease
2047,糖尿病合,Disease
2048,前列腺发育不良,Disease
2050,糖尿病神经病变,Disease
2053,肾小球硬化症,Disease
2062,Bartter综合征,Disease
2063,黏液性水肿昏迷,Disease
2064,糖尿病性神经系统病变,Disease
2065,特发性醛固酮增多症,Disease
2066,双肺弥漫性病变,Disease
2073,正常高值血压,Disease
2074,粥样斑块,Disease
2086,动脉粥样硬化性斑块形成,Disease
2088,视网膜微循环毛细血管增生,Disease
2092,髋部骨质丢失,Disease
2093,痴呆症,Disease
2099,阻塞性睡眠呼吸暂停综合征,Disease
2113,慢性肾脏病3a期,Disease
2121,小纤维受累为主周围神经病变,Disease
2124,DN,Disease
2131,无痛性甲状腺炎,Disease
2146,颈部非霍奇金淋巴瘤,Disease
2152,糖尿病黄斑水肿,Disease
2158,DON,Disease
2162,糖脂代谢功能紊乱,Disease
2166,韧带损伤,Disease
2172,原发性性腺功能减退,Disease
2175,羊水过多,Disease
2176,超重/肥胖,Disease
2177,外周血管疾病,Disease
2180,新生儿黄疸,Disease
2189,1型糖尿,Disease
2191,小细胞肺癌,Disease
2203,低血糖发作,Disease
2208,青春发育延迟,Disease
2209,神经内分泌障碍,Disease
2218,S-PPT,Disease
2220,认知功能受损,Disease
2234,胰岛细胞瘤,Disease
2240,器官移植后糖尿病,Disease
2244,甲状旁腺肿瘤,Disease
2254,高醛固酮血症,Disease
2256,HIV,Disease
2265,HUA,Disease
2272,糖尿病肾脏病,Disease
2279,甲状腺激素抵抗综合征,Disease
2286,Rathke囊肿,Disease
2287,糖尿病足病神经病变,Disease
2295,冠脉病,Disease
2296,SCH,Disease
2297,自身免疫性甲减,Disease
2311,器官移植后急性排斥反应,Disease
2313,全因性死亡,Disease
2315,遗传性肥胖,Disease
2332,中重度认知功能障碍,Disease
2337,继发性甲状旁腺功能亢进症,Disease
2338,纤维化,Disease
2339,体质性青春发育延迟,Disease
2347,血管狭窄,Disease
2350,急慢性炎症性疾病,Disease
2360,游离脂肪酸血症,Disease
2392,FT1D,Disease
2393,围术期血糖异常,Disease
2400,水、电解质和酸碱失衡,Disease
2403,下肢缺血性溃疡,Disease
2411,高TG,Disease
2415,SFTP,Disease
2426,Whipple三联症,Disease
2433,心肌病变,Disease
2441,单侧肾上腺腺瘤,Disease
2450,动脉硬化,Disease
2454,糖尿病性周围血管闭塞症,Disease
2463,痛风病,Disease
2464,移植排斥反应,Disease
2473,髓样癌,Disease
2477,重度肝肾功能损害,Disease
2493,1型,Disease
2494,大肠癌,Disease
2500,膝下动脉再狭窄,Disease
2509,尿酸性肾病,Disease
2513,肠梗阻,Disease
2517,老年糖尿病合并高血压,Disease
2518,心梗,Disease
2534,结节性甲状腺肿,Disease
2537,中枢神经系统病变或损伤,Disease
2545,脂质沉积,Disease
2553,瘦素抵抗,Disease
2557,结肠肿瘤,Disease
2571,间质性肾炎,Disease
2573,胸膜孤立性纤维瘤,Disease
2575,大细胞性贫血,Disease
2582,糖尿病肾病,Disease
2583,骨关节炎,Disease
2590,呼吸肌麻痹,Disease
2598,心脏扩大,Disease
2602,低钾血症,Disease
2612,正中神经损伤,Disease
2620,痉挛,Disease
2628,单纯收缩期高血压,Disease
2629,肝癌,Disease
2631,糖尿病脑血管病,Disease
2636,肾衰,Disease
2646,心肌顿抑,Disease
2654,胃肠失钾,Disease
2657,隐匿型,Disease
2659,心血管系统钙化,Disease
2679,肾上腺嗜铬细胞瘤,Disease
2681,腺瘤样变,Disease
2689,胎儿窒息,Disease
2703,无症状性脑梗死,Disease
2704,占位,Disease
2707,散发胰岛素瘤,Disease
2723,HDR,Disease
2725,胎儿异常,Disease
2726,尿病合并妊娠,Disease
2739,库欣综合征,Disease
2753,性功能减退,Disease
2759,侵袭性乳腺癌,Disease
2762,MRSA感染,Disease
2774,肾脏事件,Disease
2776,肿瘤侵袭转移,Disease
2781,NAFLD,Disease
2784,主要不良心脏事件,Disease
2789,上感,Disease
2790,临床椎体骨折,Disease
2800,胰外肿瘤,Disease
2812,血浆脂蛋白代谢障碍,Disease
2818,单纯性应激性高血糖,Disease
2825,高敏性血管炎,Disease
2826,肝肾功能不全,Disease
2827,横纹肌溶解症,Disease
2831,融合期,Disease
2837,糖尿病性骨质疏松,Disease
2846,肝胆疾病,Disease
2868,骨质疏松性骨折,Disease
2869,慢性肾功能衰竭,Disease
2870,颌面部感染,Disease
2878,心功能NYHAm.Iv级,Disease
2881,ANCA相关性血管炎,Disease
2883,腺垂体腺瘤,Disease
2885,肺炎,Disease
2890,终末期肾功能衰竭,Disease
2894,睡眠呼吸暂停,Disease
2900,NICTH,Disease
2907,肾脏肿瘤,Disease
2917,自身免疫疾病,Disease
2918,IIAD,Disease
2919,非酒精性脂肪变性,Disease
2925,MEN1,Disease
2937,IFG,Disease
2976,DIDMOAD,Disease
2983,非椎体骨折,Disease
2994,肺-肾综合征,Disease
2999,肾下盏结石,Disease
3002,皮质醇增多症,Disease
3010,葡葡糖-半乳糖吸收不良,Disease
3014,EAST综合征,Disease
3016,心血管危害,Disease
3017,高LDL-C,Disease
3019,AML,Disease
3021,蛛网膜下腔出血,Disease
3024,性染色体畸变遗传病,Disease
3025,胰腺上皮瘤变,Disease
3034,糖尿病相关微血管和大血管并发症,Disease
3039,速发过敏反应,Disease
3043,肝功能检查异常,Disease
3045,生殖细胞肿瘤,Disease
3048,肾小管的重吸收功能受损,Disease
3054,DM,Disease
3056,多发性周围神经病,Disease
3061,性腺疾病,Disease
3065,前列腺癌,Disease
3068,酒精性肝病,Disease
3070,心血管病,Disease
3079,慢性自发性炎症综合征,Disease
3085,X综合征,Disease
3089,动脉粥样硬化性心血管疾病,Disease
3097,非小细胞肺癌,Disease
3099,急性冠状动脉综合征,Disease
3104,血脂代谢紊乱,Disease
3108,代谢紊,Disease
3109,外耳炎,Disease
3110,败血症,Disease
3112,肾结石,Disease
3124,肥胖相关的代谢紊乱,Disease
3134,心机梗死,Disease
3139,非霍奇金淋巴瘤,Disease
3143,MCL,Disease
3144,男性迟发性性腺功能减退症,Disease
3163,GGT异常,Disease
3182,免疫相关性糖尿病,Disease
3184,线粒体超微结构破坏,Disease
3185,霉菌感染,Disease
3190,内脏脂肪堆积,Disease
3195,肾功能进行性减退,Disease
3197,微血管、大血管病变,Disease
3200,非糖尿病性的肾脏损伤,Disease
3234,先天性高胰岛素血症,Disease
3236,原发性甲减,Disease
3241,EDN,Disease
3251,淋巴管炎,Disease
3254,淋巴细胞性漏斗神经垂体炎,Disease
3269,肢体缺血,Disease
3273,真菌感染,Disease
3287,进展性肝纤维化,Disease
3304,应激情况,Disease
3310,肝损伤,Disease
3316,肾动脉狭窄,Disease
3317,黑素瘤,Disease
3318,自身免疫性甲状腺炎,Disease
3320,肝或肾功能不全,Disease
3321,盂良性结节,Disease
3325,卵巢囊肿,Disease
3335,糖尿病肾脏损害,Disease
3336,甲状腺侧叶切除后的复发,Disease
3345,MCT-1-HI,Disease
3367,甲状旁腺高功能病变,Disease
3373,前列腺增生,Disease
3380,新生儿糖尿病,Disease
3383,初次诊断2型糖尿病,Disease
3384,卒中,Disease
3386,长效胰岛素(PZI),Disease
3402,亚临床甲亢,Disease
3405,致死,Disease
3409,冠脉再血管化,Disease
3416,化脓性炎症,Disease
3418,肝细胞损伤,Disease
3430,基因突变,Disease
3432,慢性严重肢体缺血,Disease
3434,腺瘤,Disease
3441,筛窦炎,Disease
3447,非糖尿病肥胖,Disease
3452,儿童甲亢,Disease
3456,糖尿病相关女性性功能障碍,Disease
3461,心血管剩留风险,Disease
3462,单纯性脂肪变性,Disease
3484,微血管的病变,Disease
3485,细胞死亡,Disease
3491,NDM,Disease
3492,精神病,Disease
3495,GDM1,Disease
3499,酮血症,Disease
3508,痛风,Disease
3517,卵巢雄激素分泌肿瘤,Disease
3524,血脂代谢的异常,Disease
3528,稳定型冠状动脉疾病,Disease
3537,新发糖尿病,Disease
3540,胎儿在宫内发育异常,Disease
3543,特纳综合征,Disease
3546,多发息肉,Disease
3559,血瘀型糖尿病周围神经病变,Disease
3566,牙周炎,Disease
3569,视网膜硬性渗出,Disease
3580,NT2DM,Disease
3588,起胰岛素抵抗,Disease
3590,不良事件,Disease
3592,Hyperthyroidism,Disease
3599,桥本氏甲状腺炎,Disease
3600,高皮质醇血症,Disease
3604,糖尿病足溃疡,Disease
3608,地方性甲状腺肿,Disease
3612,乳头状癌,Disease
3620,Lapp乳糖酶缺乏症,Disease
3624,催乳素缺乏,Disease
3630,冠状动脉疾病,Disease
3632,周围血管病变,Disease
3633,MIS,Disease
3638,现DKA,Disease
3658,亚临床甲状腺功能异常,Disease
3659,继发感染,Disease
3661,肾脏功能减退,Disease
3662,非胰岛素依赖型糖尿病,Disease
3669,糖耐量正常,Disease
3677,β细胞功能异常,Disease
3687,产后甲状腺疾病,Disease
3696,糖尿病外周神经病变,Disease
3698,佝偻病,Disease
3710,脏器囊肿,Disease
3712,抗利尿激素分泌异常综合征,Disease
3713,瘫痪,Disease
3717,巴胖,Disease
3723,NOD,Disease
3725,糖尿病视网膜病变,Disease
3726,脊髓病变,Disease
3738,"糖尿病,1型",Disease
3740,糖尿病心肌病,Disease
3741,肢端肥大症,Disease
3745,高尿酸,Disease
3750,胎盘早剥,Disease
3755,绝经妇女骨质疏松症,Disease
3756,中度肾损,Disease
3758,多发性钙化,Disease
3784,运动神经元病,Disease
3786,脂代谢紊乱性疾病,Disease
3795,高血糖血症,Disease
3801,轻中度肾功能异常,Disease
3802,妊娠期高血糖,Disease
3810,特发性男性乳腺增生,Disease
3814,糖尿病高渗综合征,Disease
3815,胸主动脉炎症,Disease
3822,大血管或微血管并发症,Disease
3825,先天性卵巢发育不全综合征,Disease
3826,骨代谢异常,Disease
3827,ABI异常,Disease
3834,骨骼的代谢性疾病,Disease
3839,原发性甲状腺功能减退症,Disease
3843,转移瘤,Disease
3844,非甲状腺性病态综合征,Disease
3846,全身非特异性炎症反应,Disease
3849,CN,Disease
3850,泌尿系统癌症,Disease
3860,HHS,Disease
3866,男性乳腺增生症,Disease
3868,角膜病,Disease
3878,围产期死亡,Disease
3880,脂肪瘤,Disease
3883,多发腺瘤,Disease
3888,THIS,Disease
3890,胰腺癌,Disease
3891,骨转移瘤,Disease
3897,原发性甲状旁腺功能减退,Disease
3898,早期糖尿病性周围神经病变,Disease
3903,非酒精性脂肪肝病,Disease
3911,炎症级联反应,Disease
3919,孕期高血糖,Disease
3923,缺血性脑卒中,Disease
3927,心绞痛,Disease
3929,高总胆固醇血症,Disease
3930,Turner综合征,Disease
3931,膝下动脉病变,Disease
3933,MC,Disease
3950,眼肌炎,Disease
3952,痛风性肾病,Disease
3953,精神异常,Disease
3972,肾功能衰退,Disease
3974,糖尿病神经根神经丛病,Disease
3975,软组织感染,Disease
3982,肝肾功能减退,Disease
3983,MONW,Disease
4021,线粒体A3243G突变心肌病,Disease
4022,动脉性低血压,Disease
4024,高糖诱导内皮细胞损伤,Disease
4025,咽旁间隙感染,Disease
4028,急性感染,Disease
4034,中心性肥胖,Disease
4035,TAI,Disease
4044,双侧肾脏积水,Disease
4045,血管损害,Disease
4048,冠状动脉硬化,Disease
4057,常染色体隐性遗传性神经退行性疾病,Disease
4061,认知功能紊乱,Disease
4063,皮质腺瘤,Disease
4066,急性心肌梗塞,Disease
4079,血管性死亡,Disease
4081,脑梗塞,Disease
4088,隆起糜烂性胃窦炎,Disease
4089,肠癌,Disease
4091,肾上腺原发瘤,Disease
4099,T2DM慢性并发症,Disease
4104,脂肪肝,Disease
4106,肝酶异常,Disease
4108,远端对称性多发性周围神经病,Disease
4115,特发性真性性早熟,Disease
4118,PDR,Disease
4120,低促性腺激素性性腺功能减退,Disease
4127,肺支气管癌,Disease
4131,小管间质性肾炎,Disease
4132,死亡,Disease
4133,急性心脑损害,Disease
4152,肾功能异常,Disease
4160,妊娠期甲状腺疾病,Disease
4163,HBA1C高值,Disease
4164,COPD,Disease
4184,早期妊娠,Disease
4185,过敏性疾病,Disease
4188,神经元凋亡,Disease
4198,心肌间质纤维化,Disease
4204,中毒,Disease
4207,葡萄糖不耐受,Disease
4208,慢性低水平炎性反应,Disease
4215,中枢性甲减,Disease
4219,Wolfram综合征,Disease
4220,移植排斥,Disease
4222,早期肾病,Disease
4223,酒精性胰腺炎,Disease
4232,高侵略性肿瘤,Disease
4249,严重合并症,Disease
4258,大血管和微血管病变,Disease
4260,低蛋白血症,Disease
4261,原发肿瘤,Disease
4267,溃疡发生,Disease
4277,脑震荡,Disease
4281,酮体合成,Disease
4287,微血管瘤,Disease
4289,FDM,Disease
4294,感觉性听力损失,Disease
4301,维生素D不足,Disease
4309,急性心肌梗死,Disease
4315,自身免疫性甲状腺疾病,Disease
4317,血管再狭窄,Disease
4342,肥胖型PCOS,Disease
4343,认知能力损害,Disease
4345,转移性黑色素瘤,Disease
4350,压缩性骨折,Disease
4355,炎症性肠病,Disease
4359,O-PPT,Disease
4364,结肠腺瘤性息肉病,Disease
4372,横纹肌损伤,Disease
4379,特发性低促性腺激素性性腺发育不全,Disease
4380,顽固难治性高血压,Disease
4392,慢性炎性脱髓鞘性多发性神经根周围神经病,Disease
4401,IgG4相关性垂体炎,Disease
4408,血管内皮细胞炎症反应,Disease
4413,终末期肾脏疾病,Disease
4415,休克,Disease
4416,神经母细胞瘤,Disease
4418,肥胖相关代谢性疾病,Disease
4419,亚临床大血管病变,Disease
4432,急性脑梗塞,Disease
4433,代谢综合征,Disease
4438,心脏破裂,Disease
4450,妊用。娠糖尿病,Disease
4456,复发性自身免疫性垂体炎,Disease
4458,DN肾小球硬化,Disease
4464,甲亢危象,Disease
4479,病原体感染,Disease
4490,混合性高脂血症,Disease
4508,混合性血脂异常,Disease
4513,糖尿病足感染,Disease
4515,慢性亚临床炎症,Disease
4517,严重感染,Disease
4526,雄激素不敏感综合征,Disease
4529,髋部骨折,Disease
4531,骨病,Disease
4533,胎膜早破,Disease
4537,低脂联素血症,Disease
4538,动脉硬化闭塞症,Disease
4539,矮小症,Disease
4541,软组织肉瘤肿瘤,Disease
4542,真性性早熟,Disease
4545,孕前2型糖尿病,Disease
4558,甲状腺偶发结节,Disease
4561,非ACTH依赖性库欣综合征,Disease
4564,巨大儿,Disease
4567,GS,Disease
4568,手术围术期高血糖,Disease
4571,线粒体明显肿胀,Disease
4584,妊娠期糖耐量受损,Disease
4588,智力发育障碍,Disease
4597,交感神经失调,Disease
4606,ICU,Disease
4607,中枢神经系统感觉通路病变,Disease
4609,糖、脂肪和蛋白代谢严重紊乱综合征,Disease
4611,肾损害,Disease
4617,热带慢性胰腺炎,Disease
4620,自然流产,Disease
4623,血管并发症,Disease
4638,应激性高血糖,Disease
4642,高饱和游离脂肪酸血症,Disease
4643,高促性腺激素性,Disease
4651,MEN2,Disease
4658,继发性皮质功能减退,Disease
4659,肾功能的衰退,Disease
4672,高血糖症,Disease
4679,异位ACTH,Disease
4685,黑棘皮病,Disease
4689,青少年和儿童肥胖,Disease
4696,甲状腺淋巴瘤,Disease
4704,脑血管疾病,Disease
4720,Doege-Potter综合征,Disease
4723,肝脏内脂肪沉积,Disease
4724,2型,Disease
4744,慢性炎症性疾病,Disease
4747,原发性醛固酮增多症,Disease
4753,慢性支气管炎,Disease
4758,哮喘,Disease
4759,局灶性单神经病变,Disease
4765,尿路感染,Disease
4767,慢性肝炎,Disease
4774,小纤维神经病,Disease
4782,糖尿病足溃疡伴发感染,Disease
4786,糖尿病足溃疡或坏疽,Disease
4797,5α-还原酶2缺陷症,Disease
4804,肾上腺皮质功能不全,Disease
4806,心房扑动,Disease
4809,肾透明细胞癌,Disease
4811,棉绒斑,Disease
4816,骨形成和骨吸收指标,Disease
4817,高分泌腺瘤,Disease
4819,混合感染,Disease
4831,肝硬化,Disease
4832,OW,Disease
4840,甲状腺相关眼病,Disease
4843,糖尿,Disease
4851,糖尿病微血管并发症,Disease
4855,非甲状腺相关的头颈部恶性肿瘤,Disease
4865,格雷夫斯甲亢,Disease
4867,HNF4A-HI,Disease
4873,病毒性及药物性肝病,Disease
4880,糖尿病血管疾病,Disease
4890,胎儿生长受限,Disease
4900,外周动脉硬化,Disease
4907,睡眠障碍,Disease
4915,GH-IGF-I轴功能减退,Disease
4920,视网膜前出血,Disease
