from,to,rel
注射,注射,Method_Drug
注射,基础,Method_Drug
晚餐前注射,预混胰岛素,Method_Drug
早餐前及晚餐前注射,预混胰岛素,Method_Drug
餐前即刻注射,胰岛素,Method_Drug
早午晚三餐前注射,胰岛素泵,Method_Drug
晚间注射,基础胰岛素,Method_Drug
基础联合餐时,胰岛素,Method_Drug
胰岛素注射,胰岛素,Method_Drug
每日3次,低预混胰岛素类似物,Method_Drug
口服,泼尼松,Method_Drug
口服,糖皮质激素,Method_Drug
口服,激素,Method_Drug
静脉,甲泼尼松龙,Method_Drug
静滴,甲泼尼松龙,Method_Drug
静脉冲击治疗,甲泼尼松龙,Method_Drug
眶周注射,激素,Method_Drug
静脉,糖皮质激素,Method_Drug
静脉,双膦酸盐,Method_Drug
静滴,ACTH,Method_Drug
口服,强的松,Method_Drug
静脉使用,氢化可的松,Method_Drug
静滴,氢化可的松,Method_Drug
口服,醋酸可的松,Method_Drug
晚餐前注射,胰岛素,Method_Drug
CSII,预混胰岛素,Method_Drug
餐食,胰岛素,Method_Drug
餐时,基础胰岛素,Method_Drug
CSII,胰岛素,Method_Drug
睡前和三餐前,胰岛素,Method_Drug
短期一天多次,胰岛素,Method_Drug
胰岛素泵,胰岛素,Method_Drug
胰岛素泵,胰岛素制剂,Method_Drug
餐前,非磺脲类短效胰岛素促泌剂,Method_Drug
胰岛素笔,胰岛素,Method_Drug
腹腔内注射,脂多糖,Method_Drug
皮下注射,生物合成人胰岛素注射液,Method_Drug
皮下注射,精蛋白生物合成人胰岛素注射液,Method_Drug
口服,胰酶,Method_Drug
持续泵入,胰岛素泵,Method_Drug
注射,重组rHDL,Method_Drug
皮下注射,TSA,Method_Drug
口服,TSA,Method_Drug
静脉滴注,甲基强的松龙,Method_Drug
静滴,甲强龙,Method_Drug
静脉滴注,甲强龙,Method_Drug
皮下泵入,门冬胰岛素,Method_Drug
泵入,胰岛素,Method_Drug
注射,CT,Method_Drug
注射,sCTd-1,Method_Drug
皮下注射,CT,Method_Drug
注射,sCT,Method_Drug
皮下注射,利拉鲁肽,Method_Drug
静脉注射,1%戊巴比妥钠,Method_Drug
口服,胰岛素,Method_Drug
餐时,预混胰岛素,Method_Drug
基础,预混胰岛素,Method_Drug
提前半小时餐前注射,预混人胰岛素,Method_Drug
餐前,赖谷胰岛素,Method_Drug
注射,谷赖胰岛素,Method_Drug
注射,门冬胰岛素,Method_Drug
注射,赖脯胰岛素,Method_Drug
注射,速效胰岛素类似物,Method_Drug
腹腔内灌注,胰升糖素样肽1,Method_Drug
微量泵静脉滴注,胰岛素,Method_Drug
口服,格列喹酮,Method_Drug
口服,磺脲类降糖药,Method_Drug
基础及餐时,胰岛素,Method_Drug
晚餐前注射,低预混人胰岛素,Method_Drug
晚餐前注射,低预混胰岛素类似物,Method_Drug
晚餐前注射,中预混人胰岛素,Method_Drug
晚餐前注射,中预混胰岛素类似物,Method_Drug
餐前30min皮下注射,预混人胰岛素,Method_Drug
餐前即刻注射,预混胰岛素类似物,Method_Drug
餐后立即注射,预混胰岛素类似物,Method_Drug
晚餐前,基础胰岛素,Method_Drug
皮下注射,预混人胰岛素,Method_Drug
早、晚餐前30min,预混人胰岛素,Method_Drug
午餐前,胰岛素,Method_Drug
晚餐前,低预混胰岛素类似物,Method_Drug
晚餐前,预混胰岛素类似物,Method_Drug
注射,预混胰岛素类似物,Method_Drug
基础+餐时,预混胰岛素,Method_Drug
皮下注射,预混胰岛素类似,Method_Drug
SMBG,预混胰岛素类似物,Method_Drug
注射,GLP-1,Method_Drug
皮下输注,胰岛素,Method_Drug
胃肠控释系统,硝苯地平,Method_Drug
两药分开时间服用,他汀类,Method_Drug
两药分开时间服用,贝特类,Method_Drug
口服,氨基吡嗪,Method_Drug
注射,利拉鲁肽,Method_Drug
口服,阿卡波糖,Method_Drug
肾功能不全,口服降糖药物,Method_Drug
肾功能不全,口服降糖药,Method_Drug
肾功能受损,口服降糖药,Method_Drug
中度,口服降糖药,Method_Drug
肾病,口服降糖药,Method_Drug
糖尿病,口服降糖药,Method_Drug
口服,氯化钾缓释片,Method_Drug
口服,门冬氨酸钾镁注射液,Method_Drug
口服,螺内酯,Method_Drug
口服,安体舒通,Method_Drug
口服,保钾利尿剂,Method_Drug
静脉,保钾利尿剂,Method_Drug
口服,氯化镁,Method_Drug
早餐前,诺和锐30,Method_Drug
晚餐前,诺和锐30,Method_Drug
皮下注射,诺和锐30,Method_Drug
口服,氯化钾,Method_Drug
联用,利拉鲁肽,Method_Drug
联用,格列美脲,Method_Drug
联合,二甲双胍,Method_Drug
联合,利拉鲁肽,Method_Drug
联用,罗格列酮,Method_Drug
联用,二甲双胍,Method_Drug
非肠道用药,抗凝血因子,Method_Drug
肠道用药,抗凝血因子,Method_Drug
非肠道用药,肝素,Method_Drug
非肠道用药,低分子肝素,Method_Drug
口服,Xa因子和Ⅱa直接抑制剂,Method_Drug
口服,抗凝血药,Method_Drug
口服,阿哌沙班,Method_Drug
口服,利伐沙班,Method_Drug
口服,依度沙班,Method_Drug
口服,达比加群,Method_Drug
口服,ghrelin类似物,Method_Drug
注射,特立帕肽,Method_Drug
静脉注射,头孢曲松,Method_Drug
口服,地塞米松,Method_Drug
静脉注射,99Tcm0-4370MBq,Method_Drug
口服,沙格列汀,Method_Drug
口服,维格列汀,Method_Drug
口服,利格歹0汀,Method_Drug
口服,西格列汀,Method_Drug
口服,阿格列汀,Method_Drug
皮下注射,艾塞那肽,Method_Drug
合用,西格列汀,Method_Drug
合用,磺脲类药物,Method_Drug
合用,利格列汀,Method_Drug
合用,胰岛素,Method_Drug
合用,磺脲类,Method_Drug
注射给药,GLP一1受体激动剂类药物,Method_Drug
联合使用,噻唑烷二酮类,Method_Drug
联合使用,基础胰岛素,Method_Drug
联合应用,磺脲类药物,Method_Drug
联合应用,二甲双胍,Method_Drug
联合应用,胰岛素,Method_Drug
联合应用,磺脲类,Method_Drug
联合应用,噻唑烷二酮类,Method_Drug
注射,GLP一1受体激动剂,Method_Drug
三联治疗,GLP一1受体激动剂,Method_Drug
三联治疗,二甲双胍,Method_Drug
单独使用,二甲双胍,Method_Drug
联合使用,口服降糖药物,Method_Drug
联合使用,胰岛素,Method_Drug
联合使用,二甲双胍,Method_Drug
口服,达格列净,Method_Drug
口服,恩格列净,Method_Drug
餐前或餐后,恩格列净,Method_Drug
联用,胰岛素,Method_Drug
联用,磺脲类药物,Method_Drug
停用,胰岛素,Method_Drug
过度减量,胰岛素,Method_Drug
口服,SGLT2抑制剂,Method_Drug
减量使用,SGLT一2抑制剂,Method_Drug
单独使用,口服降糖药物,Method_Drug
联合使用,SGLT一2抑制剂,Method_Drug
口服,利格列汀,Method_Drug
晨服,利格列汀,Method_Drug
腹腔注射,漆黄素,Method_Drug
腹腔注射,10%水合氯醛溶液,Method_Drug
腹腔麻醉,10%水合氯醛,Method_Drug
睡前,胰岛素,Method_Drug
多个联用,DPP-4抑制剂,Method_Drug
多个联用,二甲双胍,Method_Drug
多个联用,磺脲类,Method_Drug
多个联用,噻唑烷二酮类,Method_Drug
静脉,镁,Method_Drug
静脉,钾,Method_Drug
静脉,螺内酯,Method_Drug
静脉,吲哚美辛,Method_Drug
口服,钾,Method_Drug
口服,10%氯化钾,Method_Drug
iv.drip,5%葡萄糖,Method_Drug
口服,阿利吉仑,Method_Drug
口服,门冬氨酸钾镁,Method_Drug
口服,醛固酮拮抗剂,Method_Drug
口服,131I,Method_Drug
联用,β受体阻滞剂,Method_Drug
联用,ATD,Method_Drug
静滴,舒普深,Method_Drug
口服,盐胶囊,Method_Drug
静脉滴注,0.9%生理盐水,Method_Drug
口服,选择性非肽类拮抗剂,Method_Drug
口服,托伐普坦,Method_Drug
腹腔推注,3%戊巴比妥钠,Method_Drug
口服,氢化可的松,Method_Drug
口服,氢氯噻嗪片,Method_Drug
口服,酮康唑,Method_Drug
随餐服用,二甲双胍,Method_Drug
早餐前,噻唑烷二酮类,Method_Drug
早餐前,罗格列酮,Method_Drug
早餐前,吡格列酮,Method_Drug
进餐时,二甲双胍,Method_Drug
餐后,二甲双胍,Method_Drug
晚餐时,二甲双胍,Method_Drug
睡前,二甲双胍,Method_Drug
睡前,格列本脲,Method_Drug
清晨,胰岛素,Method_Drug
分二次餐时或餐后服用,二甲双胍,Method_Drug
静脉,GCs,Method_Drug
口服,GCs,Method_Drug
静脉,甲基强的松龙,Method_Drug
脉冲,甲基强的松龙,Method_Drug
脉冲,GCs,Method_Drug
静脉给药,GCs,Method_Drug
眶周注射,醋酸曲安奈德,Method_Drug
结膜下注射,曲安奈德,Method_Drug
静脉冲击,免疫球蛋白,Method_Drug
口服,碳酸氢钠(小苏打,Method_Drug
口服,枸橼酸合剂,Method_Drug
口服,非布司他,Method_Drug
口服,苯溴马隆,Method_Drug
早餐后服用,苯溴马隆,Method_Drug
口服,丙磺舒,Method_Drug
注射,链脲佐菌素,Method_Drug
灌胃,维生素D,Method_Drug
单药,利拉鲁肽,Method_Drug
皮下注射,“诺和灵,Method_Drug
口服,心痛定片,Method_Drug
皮下注射,诺和锐,Method_Drug
皮下注射,甘舒霖,Method_Drug
皮下注射,GLP-1受体激动剂,Method_Drug
脉冲,GnRH,Method_Drug
泵,GnRH,Method_Drug
皮下持续脉冲输注,GnRH,Method_Drug
静脉注射,ucOC,Method_Drug
口服,ucOC,Method_Drug
腹腔注射,ucOC,Method_Drug
多次,胰岛素,Method_Drug
静脉注射,胰岛素,Method_Drug
间断使用,呋塞米,Method_Drug
静脉注射,前列地尔,Method_Drug
静脉,去甲万古霉素,Method_Drug
静脉,亚胺培南西司他丁,Method_Drug
口服,格列齐特,Method_Drug
静脉,甲硝唑,Method_Drug
静脉注射,人血白蛋白,Method_Drug
静脉注射,悬浮红细胞,Method_Drug
特殊的胃肠道治疗系统(GITS)技术,格列吡嗪控释片,Method_Drug
亲水性羟丙甲纤维素为基质的缓释技术,格列齐特缓释片,Method_Drug
口服,降糖药,Method_Drug
小剂量开始,胰岛素促泌剂,Method_Drug
中或重度,基础胰岛素,Method_Drug
中或重度,胰岛素促泌剂,Method_Drug
冲击,糖皮质激素,Method_Drug
静脉冲击,甲强龙,Method_Drug
静脉输注,RTX,Method_Drug
静注,RTX,Method_Drug
静脉注射,RTX,Method_Drug
静脉,RTX,Method_Drug
球后注射,RTX,Method_Drug
静脉途径,甲强龙,Method_Drug
静脉途径,生理盐水,Method_Drug
静脉输注,甲强龙,Method_Drug
静脉输注,GC,Method_Drug
全身性用药,GC,Method_Drug
口服,GC,Method_Drug
静脉途径,GC,Method_Drug
输注,甲强龙,Method_Drug
静脉应用,GC,Method_Drug
口服,环孢素,Method_Drug
静脉注射,免疫球蛋白,Method_Drug
静脉注射,IVIg,Method_Drug
全身性给药,糖皮质激素,Method_Drug
Thyroidassociatedophthalmopathy,RTX,Method_Drug
3个月,RTX,Method_Drug
全身性用药,甲强龙,Method_Drug
口服,甲强龙,Method_Drug
静脉注射,葡萄糖,Method_Drug
静脉输注,GLP一1,Method_Drug
皮下注射,GLP一1受体激动剂,Method_Drug
静脉输注,葡萄糖,Method_Drug
餐前,胰岛素,Method_Drug
静脉输注,GLP-1,Method_Drug
餐前,GLP-1,Method_Drug
静脉输注,外源性胰岛素,Method_Drug
餐后,外源性胰岛素,Method_Drug
餐后,GLP-1,Method_Drug
皮下注射,维格列汀,Method_Drug
口服,肠促胰岛素,Method_Drug
餐时,西格列汀,Method_Drug
胃肠外,外源性GLP-1,Method_Drug
皮下,GLP-1,Method_Drug
餐前15min,Exendin-4,Method_Drug
静脉输注,胰岛素,Method_Drug
静脉,GLP-1,Method_Drug
皮下输注,GLP-1,Method_Drug
皮下注射,长效GLP-1受体激动剂,Method_Drug
皮下注射,GLP-1类似物,Method_Drug
口服,DPP-4抑制剂,Method_Drug
静脉输注,UC-MSCs,Method_Drug
三餐嚼服,阿卡波糖,Method_Drug
口服,骨化三醇,Method_Drug
口服,钙尔奇D,Method_Drug
口服,口服磷溶液,Method_Drug
口服,磷,Method_Drug
口服,口服磷,Method_Drug
口服,中性磷溶液,Method_Drug
口服,依那普利,Method_Drug
餐后,赖脯胰岛素,Method_Drug
餐前,赖脯胰岛素,Method_Drug
连续输注,CSII,Method_Drug
连续输注,胰岛素泵,Method_Drug
多次皮下注射,赖脯胰岛素,Method_Drug
胰岛素泵,赖脯胰岛素,Method_Drug
注射,常规胰岛素,Method_Drug
CSII,赖脯胰岛素,Method_Drug
白天皮下注射,赖脯胰岛素,Method_Drug
白天皮下注射,中效胰岛素,Method_Drug
夜间,赖脯胰岛素,Method_Drug
晚餐后,赖脯胰岛素,Method_Drug
CSII,门冬胰岛素,Method_Drug
连续皮下,胰岛素类似物,Method_Drug
每日多次注射,胰岛素,Method_Drug
MDI,胰岛素,Method_Drug
MDI,赖脯胰岛素,Method_Drug
三餐前注射,赖脯胰岛素,Method_Drug
三餐前注射,基础胰岛素,Method_Drug
餐前即刻注射,赖脯胰岛素,Method_Drug
餐前30min注射,常规胰岛素,Method_Drug
餐前30min注射,中效胰岛素,Method_Drug
餐前,常规胰岛素,Method_Drug
餐后,赖脯胰岛,Method_Drug
餐后注射,赖脯胰岛素,Method_Drug
静脉持续输注,胰岛素,Method_Drug
静脉持续输注,常规胰岛素,Method_Drug
皮下注射,赖脯胰岛素,Method_Drug
持续静脉输注,常规胰岛素,Method_Drug
餐前即刻,赖脯胰岛素,Method_Drug
餐后立即,赖脯胰岛素,Method_Drug
泵,胰岛素,Method_Drug
口服,药物,Method_Drug
尾静脉注射,LA,Method_Drug
静脉应用,LA,Method_Drug
静脉注射,左旋甲状腺素,Method_Drug
口服,SGLT2i,Method_Drug
口服,卡格列净,Method_Drug
口服,钠-葡萄糖共转运蛋白2抑制剂,Method_Drug
持续皮下,胰岛素,Method_Drug
脉冲输注,GnRH,Method_Drug
联合肌注,HMG,Method_Drug
连续治疗,HCG,Method_Drug
序贯治疗,HCG,Method_Drug
序贯治疗,FSH,Method_Drug
联合肌注,HCG,Method_Drug
睡前注射,甘精胰岛素,Method_Drug
睡前注射,二甲双胍,Method_Drug
一天三餐前,中效低精蛋白胰岛素,Method_Drug
一天三餐前,NPH,Method_Drug
睡前,长效胰岛素类似物,Method_Drug
睡前,LA-IA,Method_Drug
睡前口服,二甲双胍,Method_Drug
联合,格列苯脲,Method_Drug
qd,西格列汀,Method_Drug
早期终止,他克莫司+MMF+巴利昔单抗+激素,Method_Drug
维持,他克莫司+MMF+激素,Method_Drug
早期终止,IL-2Ra+激素,Method_Drug
维持,PTDM,Method_Drug
早期终止,他克莫司+MMF+激素,Method_Drug
维持,糖尿病,Method_Drug
维持,他克莫司+MMF+达利珠单抗,Method_Drug
早期终止,他克莫司+MMF+达利珠单抗,Method_Drug
腹腔注射,AGEs抑制剂,Method_Drug
随餐服用,那格列奈,Method_Drug
不进餐不用药,那格列奈,Method_Drug
注射,短效胰岛素(RI),Method_Drug
注射,预混胰岛素(HI50R或HI50/50),Method_Drug
紧邻餐前或餐后立即给药,赖脯胰岛素,Method_Drug
紧邻餐前或餐后立即给药,门冬胰岛素,Method_Drug
餐前0~15min内或餐后立即给药,谷赖胰岛素,Method_Drug
紧邻餐前或餐后立即给药,预混赖脯胰岛素,Method_Drug
紧邻餐前或餐后立即给药,预混门冬胰岛素,Method_Drug
禁用,二甲双胍,Method_Drug
减量,那格列奈,Method_Drug
减量慎用,米格列奈,Method_Drug
减量,格列喹酮,Method_Drug
禁用,格列喹酮,Method_Drug
禁用,糖苷酶抑制剂,Method_Drug
皮下注射,短效胰岛素,Method_Drug
餐前即刻皮下注射,速效胰岛素类似物,Method_Drug
皮下注射,速效胰岛素类似物,Method_Drug
肌肉注射,生理盐水,Method_Drug
皮下注射,甘精胰岛素,Method_Drug
静脉推注,高糖,Method_Drug
早餐前,甘精胰岛素,Method_Drug
三餐前,诺和锐,Method_Drug
口服,VitD,Method_Drug
口服,促胰岛素分泌剂,Method_Drug
口服,磺脲类,Method_Drug
口服,格列奈类,Method_Drug
口服,二肽基肽酶4(DPP-4)抑制剂,Method_Drug
口服,非促胰岛素分泌剂,Method_Drug
口服,双胍类,Method_Drug
口服,噻唑烷二酮类,Method_Drug
口服,α-糖苷酶抑制剂,Method_Drug
注射,GLP-1受体激动剂,Method_Drug
口服,GLP-1受体激动剂,Method_Drug
注射,GLP-1药物,Method_Drug
腹腔注射,脂多糖,Method_Drug
注射,脂多糖,Method_Drug
腹腔注射,10%水合氯醛,Method_Drug
注射,LPS,Method_Drug
尿道内,前列地尔,Method_Drug
海绵体内,自我注射药物,Method_Drug
持续静脉泵注,短效胰岛素,Method_Drug
3~4:1,胰岛素,Method_Drug
缓慢输注,糖尿病专用型制剂,Method_Drug
静脉给胰岛素,胰岛素,Method_Drug
静脉给药,胰岛素,Method_Drug
持续静脉泵注胰岛素,胰岛素,Method_Drug
持续静脉泵注,胰岛素,Method_Drug
单次或间断静脉推注,胰岛素,Method_Drug
持续泵注,胰岛素,Method_Drug
静脉泵注,胰岛素,Method_Drug
泵注,胰岛素,Method_Drug
泵注,含糖液体,Method_Drug
双泵,胰岛素,Method_Drug
3.静脉输注,胰岛素,Method_Drug
口服,碳水化合物(如含糖饮料),Method_Drug
静脉推注,50%葡萄糖,Method_Drug
持续静脉点滴,5%或10%葡萄糖,Method_Drug
静脉泵速,胰岛素,Method_Drug
皮下注射,速效胰岛素,Method_Drug
全身,类固醇,Method_Drug
腹腔内注射,STZ,Method_Drug
腹腔内注射,戊巴比妥钠,Method_Drug
冲击疗法,甲基强的松龙,Method_Drug
激素冲击,泼尼松龙,Method_Drug
口服,131碘,Method_Drug
口服,伊氏乳杆菌,Method_Drug
舌下含服,硝酸甘油,Method_Drug
口服,缬沙坦,Method_Drug
静脉输注,尿酸,Method_Drug
物化,半降F药,Method_Drug
腹腔注射,链脲菌素,Method_Drug
输注,胰升糖素,Method_Drug
注射,胰升糖素单克隆抗体,Method_Drug
腹腔注射,放射性99m锝,Method_Drug
皮下注射,131I,Method_Drug
腹腔注射,葡萄糖,Method_Drug
注射,Betatrophin,Method_Drug
静脉高压注射,Betatrophin,Method_Drug
合用,二甲双胍,Method_Drug
晚睡前,L-T4,Method_Drug
早餐前,L-T4,Method_Drug
早餐前30~60min,L-T4,Method_Drug
晚餐后4h,L-T4,Method_Drug
睡前,L-T4,Method_Drug
晚饭后4h以上,L-T4,Method_Drug
晚间睡前服用,L-T4,Method_Drug
早晨空腹服用,L-T4,Method_Drug
晚间睡前,L-T4,Method_Drug
晚睡前服用,L-T4,Method_Drug
早餐前60min,L-T4,Method_Drug
羊膜腔滴注,左旋甲状腺素,Method_Drug
羊膜腔滴注,L-T4,Method_Drug
羊膜腔滴注,TRIAC,Method_Drug
口服,甲状腺素片,Method_Drug
口服/静脉,葡萄糖,Method_Drug
静脉推注,葡萄糖,Method_Drug
静脉滴注,葡萄糖,Method_Drug
葡萄糖,葡萄糖,Method_Drug
剂量逐渐增,二氮嗪,Method_Drug
静点,葡萄糖,Method_Drug
皮下注射,奥曲肽,Method_Drug
单用,L-T4,Method_Drug
早餐后30min,L-T4,Method_Drug
餐前30~60min服药,L-T4,Method_Drug
逐步加量,L-T4,Method_Drug
联合用药,L-T4,Method_Drug
联合用药,L-T3,Method_Drug
餐前服用,L-T4,Method_Drug
其他药物的服用时间间隔4h以上,L-T4,Method_Drug
最后一顿饭4h后,L-T4,Method_Drug
早餐前60min服药,L-T4,Method_Drug
最后一顿饭后2h内,L-T4,Method_Drug
早餐后20min,L-T4,Method_Drug
临睡前晚饭后4h空腹服药,L-T4,Method_Drug
早餐前30~60min服药,L-T4,Method_Drug
注射,小干扰RNA,Method_Drug
灌胃,依那普利,Method_Drug
注射,Ad5-ACE-shRNA,Method_Drug
尾静脉注射,生理盐水,Method_Drug
注射,血管紧张素转换酶抑制剂,Method_Drug
联合,基础胰岛素,Method_Drug
联合,GLP-1RA,Method_Drug
联合治疗,二甲双胍,Method_Drug
联合,口服降糖药,Method_Drug
联合,胰岛素,Method_Drug
进餐时或餐后立即服用,缓释剂,Method_Drug
晚餐时或餐后立即服用,缓释剂,Method_Drug
联合用药,二甲双胍,Method_Drug
联合用药,降糖药,Method_Drug
联合用药,磺脲类药物,Method_Drug
腹腔隔日注射,VitD,Method_Drug
腹腔注射,活性维生素D,Method_Drug
24h内持续静脉输注,艾塞那肽,Method_Drug
口服,西地那非,Method_Drug
尿道内注射,前列地尔,Method_Drug
GnRH泵治疗,侵袭性方案,Method_Drug
持续皮下输注,胰岛素,Method_Drug
口服,二甲双胍马来酸罗格列酮片,Method_Drug
口服,MMI,Method_Drug
腹腔注射,胰岛素,Method_Drug
腹腔注射麻醉,7%水合氯醛,Method_Drug
餐前,精蛋白锌胰岛素,Method_Drug
腹腔注射,精蛋白锌胰岛素,Method_Drug
皮下注射,阿那白滞素,Method_Drug
静脉,氢化可的松,Method_Drug
术中,氢化可的松,Method_Drug
术后,氢化可的松,Method_Drug
术中,糖皮质激素,Method_Drug
术后,糖皮质激素,Method_Drug
1日多次注射,餐时胰岛素,Method_Drug
1日多次注射,基础.餐时胰岛素,Method_Drug
1日多次注射,基础胰岛素,Method_Drug
1日多次注射,预混胰岛素,Method_Drug
联用,糖苷酶抑制剂,Method_Drug
po,甲巯咪唑,Method_Drug
po,倍他乐克,Method_Drug
po,强的松,Method_Drug
po,赛治,Method_Drug
口服,PTU,Method_Drug
口服,丙基硫氧嘧啶,Method_Drug
静脉冲击,甲基强的松,Method_Drug
口服,罗格列酮,Method_Drug
脑室内注射,脂联素单克隆抗体,Method_Drug
早上一次顿服,糖皮质激素,Method_Drug
早餐前,中效胰岛素,Method_Drug
注射,短效胰岛素,Method_Drug
腹腔注射,戊巴比妥,Method_Drug
口服,非甾体抗炎药,Method_Drug
口服,NSAIDs,Method_Drug
口服,他汀,Method_Drug
口服,熊去氧胆酸,Method_Drug
口服,UDCA,Method_Drug
静脉滴注,帕米膦酸钠,Method_Drug
单独使用,盐酸二甲双胍,Method_Drug
联合使用,盐酸二甲双胍,Method_Drug
单药,维格列汀,Method_Drug
联合使用,维格列汀,Method_Drug
单药治疗,沙格列汀,Method_Drug
联合使用,沙格列汀,Method_Drug
联合,阿格列汀,Method_Drug
单独使用,口服降糖药,Method_Drug
肝功能受损,口服降糖药物,Method_Drug
经皮下注射,外源性基础胰岛素,Method_Drug
皮下注射,地特胰岛素,Method_Drug
基础-餐时模式,胰岛素,Method_Drug
主餐/早餐前,餐时胰岛素,Method_Drug
主餐/早餐,餐时胰岛素,Method_Drug
基础-三餐前,胰岛素,Method_Drug
静脉使用,胰岛素,Method_Drug
基础联合餐时,基础胰岛素,Method_Drug
口服降糖药,口服降糖,Method_Drug
外周组织,口服降糖药,Method_Drug
主餐/早餐,主餐/早餐前,Method_Drug
基础联合餐时,短效/速效胰岛素,Method_Drug
三餐前,门冬胰岛素,Method_Drug
早晚,地特胰岛素,Method_Drug
口服,胰岛素促分泌剂类,Method_Drug
口服,葡萄糖苷酶抑制剂类,Method_Drug
连续,胰岛素,Method_Drug
静脉滴注,胰岛素,Method_Drug
关节内注射,短效糖皮质激素,Method_Drug
口服,秋水仙碱,Method_Drug
静脉使用,糖皮质激素,Method_Drug
关节腔内注射,短效糖皮质激素,Method_Drug
关节内注射,糖皮质激素,Method_Drug
餐后立即服用,二甲双胍,Method_Drug
2次餐时或餐后服用),二甲双胍,Method_Drug
随餐服用,非缓释制剂,Method_Drug
冲击治疗,甲基强的松龙,Method_Drug
口服,甲强龙片,Method_Drug
口服,溴隐亭,Method_Drug
口服,优甲乐,Method_Drug
静脉,钠,Method_Drug
口服,醋酸氢化可的松,Method_Drug
腹腔注射,甲状腺激素,Method_Drug
静脉注射,唑来膦酸,Method_Drug
口服,替勃龙,Method_Drug
口服,利维爱,Method_Drug
静脉应用,双膦酸盐,Method_Drug
注射,唑来膦酸,Method_Drug
