from,to,rel
50%,精蛋白锌门冬胰岛素,Amount_Drug
0.2IU/(kg·d),预混胰岛素,Amount_Drug
0.2IU/(kg·d),低预混人胰岛素,Amount_Drug
0.2IU/(kg·d),低预混胰岛素类似物,Amount_Drug
0.2IU/(kg·d),中预混人胰岛素,Amount_Drug
0.2IU/(kg·d),中预混胰岛素类似物,Amount_Drug
0.2~0.4IU/(kg·d),预混胰岛素,Amount_Drug
10~12IU/d,预混胰岛素,Amount_Drug
0.2~0.4IU/(kg·d),低预混人胰岛素,Amount_Drug
10~12IU/d,低预混人胰岛素,Amount_Drug
0.2~0.4IU/(kg·d),低预混胰岛素类似物,Amount_Drug
10~12IU/d,低预混胰岛素类似物,Amount_Drug
0.2~0.4IU/(kg·d),中预混人胰岛素,Amount_Drug
10~12IU/d,中预混人胰岛素,Amount_Drug
0.2~0.4IU/(kg·d),中预混胰岛素类似物,Amount_Drug
10~12IU/d,中预混胰岛素类似物,Amount_Drug
2~4IU,胰岛素,Amount_Drug
10~12IU,预混胰岛素类似物,Amount_Drug
3~6IU,预混胰岛素类似物,Amount_Drug
3IU,预混胰岛素类似物,Amount_Drug
1~4IU,预混胰岛素,Amount_Drug
2mg/d,培哚普利,Amount_Drug
8mg/d,培哚普利,Amount_Drug
大剂量,氢氯噻嗪,Amount_Drug
小剂量,氢氯噻嗪,Amount_Drug
每日25mg,氢氯噻嗪,Amount_Drug
不超过10mg,比索洛尔,Amount_Drug
小剂量,他汀类,Amount_Drug
600mg/d,吉非贝齐,Amount_Drug
每餐60mg,那格列奈,Amount_Drug
0.5mg起始,瑞格列奈,Amount_Drug
50mg,西格列汀,Amount_Drug
2.5mg,沙格列汀,Amount_Drug
50mg,维格列汀,Amount_Drug
小剂量开始,口服降糖药,Amount_Drug
1.0g,氯化钾缓释片,Amount_Drug
20ml,门冬氨酸钾镁注射液,Amount_Drug
20mg,安体舒通,Amount_Drug
20mg,螺内酯,Amount_Drug
4~5mg·kg-1·d-1,氯化镁,Amount_Drug
18U,诺和锐30,Amount_Drug
16U,诺和锐30,Amount_Drug
0.75mg,地塞米,Amount_Drug
1.2,利拉鲁肽,Amount_Drug
高剂量,复方丹参滴丸,Amount_Drug
中剂量,复方丹参滴丸,Amount_Drug
1000~1500mg/d,钙,Amount_Drug
800~1000U/d,维生素D,Amount_Drug
800U/d,维生素D,Amount_Drug
0.3mg,褪黑素,Amount_Drug
(1~5mg,褪黑素,Amount_Drug
56.5mg,特立帕肽,Amount_Drug
30U,胰岛素,Amount_Drug
1.0g,头孢曲松,Amount_Drug
400mg,酮康唑,Amount_Drug
12.5mg,醋酸可的松,Amount_Drug
2mg,地塞米松,Amount_Drug
28000mg,匹格列酮,Amount_Drug
5mg,沙格列汀,Amount_Drug
5mg,利格歹0汀,Amount_Drug
100mg,西格列汀,Amount_Drug
25mg,阿格列汀,Amount_Drug
5~10ug,艾塞那肽,Amount_Drug
0.6~1.8mg,利拉鲁肽,Amount_Drug
~750mg,二甲双胍,Amount_Drug
~750mg,西格列汀,Amount_Drug
1700或2000毫克,二甲双胍,Amount_Drug
2000毫克/天,二甲双胍,Amount_Drug
2.5毫克,沙格列汀,Amount_Drug
2.5毫克/天,沙格列汀,Amount_Drug
5毫克,达格列净,Amount_Drug
10毫克,恩格列净,Amount_Drug
10毫克,达格列净,Amount_Drug
25毫克,恩格列净,Amount_Drug
20毫克,恩格列净,Amount_Drug
5mg,二甲双胍,Amount_Drug
5mg/d,利格列汀,Amount_Drug
5mg,利格列汀,Amount_Drug
大剂量,GLP-1类似物,Amount_Drug
小剂量,GLP-1类似物,Amount_Drug
500μmol/L,PPAR-α激动剂,Amount_Drug
10,葡萄糖,Amount_Drug
15,葡萄糖,Amount_Drug
25mmol/L,葡萄糖,Amount_Drug
5ml/kg,10%水合氯醛溶液,Amount_Drug
35mg/kg,1%的STZ溶液,Amount_Drug
0.2ml/100g,10%水合氯醛,Amount_Drug
400μmol/L,H2O2,Amount_Drug
15U,门冬胰岛素30,Amount_Drug
8U,重组人胰岛素R,Amount_Drug
12U,重组人胰岛N,Amount_Drug
0.2mg,伏格列波糖,Amount_Drug
25μg,左甲状腺素钠片,Amount_Drug
1.25mg,替勃龙,Amount_Drug
0.25μg,骨化三醇,Amount_Drug
5mg,瑞舒伐他汀钙,Amount_Drug
低剂量,雌激素,Amount_Drug
低剂量,GH,Amount_Drug
60mg,那格列奈,Amount_Drug
0.5mg,瑞格列奈,Amount_Drug
50mg,沙格列汀,Amount_Drug
20mltid,10%氯化钾,Amount_Drug
40ml,门冬氨酸钾镁,Amount_Drug
25mgqd,吲哚美辛肠溶片,Amount_Drug
20mgbid,法莫替丁,Amount_Drug
40mgbid,螺内酯,Amount_Drug
0.28tid,门冬氨酸钾镁,Amount_Drug
10ml,10%KCl,Amount_Drug
40mg,螺内酯,Amount_Drug
0.28,门冬氨酸钾镁,Amount_Drug
25mg,吲哚美辛肠溶片,Amount_Drug
20mg,法莫替丁,Amount_Drug
75mg,吲哚美辛缓释片,Amount_Drug
150mg,依普利酮,Amount_Drug
20mg,阿米洛利,Amount_Drug
74~370kB,Na131I,Amount_Drug
2.59~4.44MBq,131I,Amount_Drug
370~740MBq,131I,Amount_Drug
850mg,二甲双胍,Amount_Drug
2550mg/d,二甲双胍,Amount_Drug
500mg,二甲双胍,Amount_Drug
每次1片,安慰剂,Amount_Drug
每次0.25g,二甲双胍,Amount_Drug
最大剂量100mg,阿卡波糖,Amount_Drug
194mg/d,阿卡波糖,Amount_Drug
50mg,阿卡波糖,Amount_Drug
250mg,二甲双胍,Amount_Drug
300mg/d,阿卡波糖,Amount_Drug
1500mg/d,二甲双胍,Amount_Drug
起始剂量30mg/d,吡格列酮,Amount_Drug
45mg/d,吡格列酮,Amount_Drug
4000IU,维生素D,Amount_Drug
≤125IU,维生素D,Amount_Drug
300IU,维生素D,Amount_Drug
600IU,维生素D,Amount_Drug
1500~2000IU,维生素D,Amount_Drug
10mg,醋酸泼尼松,Amount_Drug
6.25mg,醋酸泼尼松,Amount_Drug
7.5mg,醋酸泼尼松,Amount_Drug
5mg,醋酸泼尼松,Amount_Drug
3.0g,舒普深,Amount_Drug
50mg,氢化可的松,Amount_Drug
100~150mg,氢化可的松,Amount_Drug
500ml,0.9%生理盐水,Amount_Drug
500ml,9%氯化钠,Amount_Drug
15mg,托伐普坦,Amount_Drug
500mg,卡铂,Amount_Drug
16100mg,VP,Amount_Drug
10mg,强的松,Amount_Drug
10mg,氢化可的松,Amount_Drug
25mg/kg,3%戊巴比妥钠,Amount_Drug
10μg,rhEGF,Amount_Drug
25mg,氢氯噻嗪片,Amount_Drug
400~600mg/d,酮康唑,Amount_Drug
100mg,氢化可的松,Amount_Drug
0.6,碳酸钙D3,Amount_Drug
70mg,阿仑膦酸钠,Amount_Drug
2~4g/d,氯化钾,Amount_Drug
小剂量,氢氯噻嗪片,Amount_Drug
8g/d,酮康唑,Amount_Drug
500mg/d,二甲双胍,Amount_Drug
500~2000mg/d,二甲双胍,Amount_Drug
<1000mg/d,二甲双胍,Amount_Drug
500~2000mg,二甲双胍,Amount_Drug
2000rag/d,二甲双胍,Amount_Drug
100mg/d,西格列汀,Amount_Drug
1000mg/d,二甲双胍,Amount_Drug
i000mg,二甲双胍,Amount_Drug
2000rng/d,二甲双胍,Amount_Drug
1000或1500mg/d,二甲双胍,Amount_Drug
1000mg,二甲双胍,Amount_Drug
1500~2550nag,二甲双胍,Amount_Drug
500nag,二甲双胍,Amount_Drug
2000me/d,二甲双胍,Amount_Drug
2500mg/d,二甲双胍,Amount_Drug
大剂量,GCs,Amount_Drug
500mg,甲基强的松龙,Amount_Drug
250mg,甲基强的松龙,Amount_Drug
4.5g,甲基强的松龙,Amount_Drug
750mg,甲基强的松龙,Amount_Drug
7.5g,甲基强的松龙,Amount_Drug
<750mg,甲基强的松龙,Amount_Drug
<8g,甲基强的松龙,Amount_Drug
8g,甲基强的松龙,Amount_Drug
小剂量,GCs,Amount_Drug
100mg/d,强的松,Amount_Drug
60mg/d,强的松,Amount_Drug
40mg/ml,醋酸曲安奈德,Amount_Drug
超大剂量,GCs,Amount_Drug
500~1000mg,甲基强的松龙,Amount_Drug
起始剂量,强的松,Amount_Drug
0.5~lg,碳酸氢钠(小苏打,Amount_Drug
30~35m删,泼尼松,Amount_Drug
50~100m只/d,别嘌醇,Amount_Drug
小剂量,别嘌醇,Amount_Drug
每次50~100mg,别嘌醇,Amount_Drug
每日300mg,别嘌醇,Amount_Drug
40mg,非布司他,Amount_Drug
80mg,非布司他,Amount_Drug
20mg,非布司他,Amount_Drug
50mg,苯溴马隆,Amount_Drug
50~100mg,苯溴马隆,Amount_Drug
0.25g,丙磺舒,Amount_Drug
0.5g,丙磺舒,Amount_Drug
起始剂量100m∥d,别嘌醇,Amount_Drug
维持剂量可300m∥d,别嘌醇,Amount_Drug
起始剂量40mg,非布司他,Amount_Drug
80m∥d,非布司他,Amount_Drug
常用剂量为50mg/d,苯溴马隆,Amount_Drug
最大剂量为100m∥d,苯溴马隆,Amount_Drug
1次O.25g,丙磺舒,Amount_Drug
次0.5g,丙磺舒,Amount_Drug
30~35mg/d,糖皮质激素,Amount_Drug
0.03μg/kg,"1,25二羟维生素D3",Amount_Drug
较高剂量,"1,25二羟维生素D3",Amount_Drug
3.0mg/d,利拉鲁肽,Amount_Drug
30R,“诺和灵,Amount_Drug
30冶,诺和锐,Amount_Drug
30R,甘舒霖,Amount_Drug
高剂量,STZ,Amount_Drug
150mg/d,丙硫氧嘧啶,Amount_Drug
50μg/d,左甲状腺素片,Amount_Drug
300mg,阿卡波糖,Amount_Drug
1500mg,二甲双胍,Amount_Drug
5mg,依那普利,Amount_Drug
10mg,依那普利,Amount_Drug
1500~2000ml,补液,Amount_Drug
8g,钠,Amount_Drug
每天3粒,盐胶囊,Amount_Drug
2粒,盐胶囊,Amount_Drug
8~10粒/d,盐胶囊,Amount_Drug
50~100mg/d,别嘌醇,Amount_Drug
50~100mg,别嘌醇,Amount_Drug
600mg/d,别嘌醇,Amount_Drug
1.5mg/eGFR,别嘌醇,Amount_Drug
20~40mg/d,非布司他,Amount_Drug
80mg/d,非布司他,Amount_Drug
25~50mg/d,苯溴马隆,Amount_Drug
75mg/d,苯溴马隆,Amount_Drug
100mg/d,苯溴马隆,Amount_Drug
高剂量,链脲霉素,Amount_Drug
375mg/m2,RTX,Amount_Drug
1000mg,RTX,Amount_Drug
100mg,RTX,Amount_Drug
10mg/次,RTX,Amount_Drug
60~100mg/d,强的松,Amount_Drug
4.2至12g,甲强龙,Amount_Drug
500mg,甲强龙,Amount_Drug
250mg,甲强龙,Amount_Drug
高剂量,甲强龙,Amount_Drug
低剂量,甲强龙,Amount_Drug
大剂量,甲强龙,Amount_Drug
不小于8g,甲强龙,Amount_Drug
2.5mg/d,沙格列汀,Amount_Drug
剂量减半,中效胰岛素,Amount_Drug
剂量减半,胰岛素,Amount_Drug
10μg,艾塞那肽,Amount_Drug
2μg,Exendi-4,Amount_Drug
0.6mg,利拉鲁肽,Amount_Drug
25~50mg/d,西格列汀,Amount_Drug
2.5μg,艾塞那肽,Amount_Drug
(9.4±1.5)U,外源性胰岛素,Amount_Drug
(4.7±1.4)U,外源性胰岛素,Amount_Drug
减少10U,胰岛素,Amount_Drug
150mg/d,阿卡波糖,Amount_Drug
28000mg,PGZ,Amount_Drug
300mg/kg,利拉鲁肽,Amount_Drug
8mg/d,格列美脲,Amount_Drug
1.2mg,格列美脲,Amount_Drug
1.8mg,格列美脲,Amount_Drug
1.2mg,二甲双胍,Amount_Drug
大剂量,阿卡波糖,Amount_Drug
10mg/d,阿仑膦酸钠片,Amount_Drug
0.25μg/d,骨化三醇,Amount_Drug
20.6g,磷酸二氢钠,Amount_Drug
193.7g,磷酸氢二钠,Amount_Drug
10ml/次,磷酸氢二钠,Amount_Drug
476mg/次,磷酸氢二钠,Amount_Drug
0.5μg/d,骨化三醇,Amount_Drug
1片/d,钙尔奇D,Amount_Drug
10ml/次,口服磷溶液,Amount_Drug
每日20~40mg/kg,口服磷溶液,Amount_Drug
2~3g/d,口服磷溶液,Amount_Drug
每日30~60mg/kg,口服磷溶液,Amount_Drug
5ml/次,口服磷,Amount_Drug
20ml/次,口服磷,Amount_Drug
10ml/次,口服磷,Amount_Drug
0.25~0.5μg/d,骨化三醇,Amount_Drug
50mg/kg,口服磷溶液,Amount_Drug
160mg,螺内酯,Amount_Drug
1g,氯化钾缓释片,Amount_Drug
0.4g,苯扎贝特分散片,Amount_Drug
160mg,螺内酯片,Amount_Drug
1U/kg,胰岛素泵,Amount_Drug
1~2U/kg,胰岛素泵,Amount_Drug
1~2U/kg,CSII,Amount_Drug
1U/kg,CSII,Amount_Drug
1U/kg,赖脯胰岛素,Amount_Drug
1~2U/kg,赖脯胰岛素,Amount_Drug
0.15U/kg,赖脯胰岛素,Amount_Drug
每小时0.1U/kg,常规胰岛素,Amount_Drug
750~1700mg/d,二甲双胍,Amount_Drug
2000~2550mg/d,二甲双胍,Amount_Drug
150~300mg/d,阿卡波糖,Amount_Drug
4~8mg/d,罗格列酮,Amount_Drug
15~45mg/d,吡格列酮,Amount_Drug
1750mg/d,二甲双胍,Amount_Drug
大剂量,免疫抑制剂,Amount_Drug
≥0.4IU/kg,胰岛素,Amount_Drug
0.25mmol/L,LA,Amount_Drug
1.0mmol/L,LA,Amount_Drug
0.5mmol/L,LA,Amount_Drug
1mmol/L,LA,Amount_Drug
10μmol/L,LY294002,Amount_Drug
5μg/ml,CaMKK抑制剂,Amount_Drug
10μg/ml,STO-6095,Amount_Drug
35mg/kg,LA,Amount_Drug
0.1、0.25mmol/L,LA,Amount_Drug
0.1,LA,Amount_Drug
>0.5mmol/L,LA,Amount_Drug
600mg/d,LA,Amount_Drug
500μg,左旋甲状腺素,Amount_Drug
大剂量,左旋甲状腺素,Amount_Drug
5mg/d,达格列净,Amount_Drug
10mg/d,达格列净,Amount_Drug
20mg/d,达格列净,Amount_Drug
5mg,达格列净,Amount_Drug
10mg,达格列净,Amount_Drug
300mg,卡格列净,Amount_Drug
100mg/d,卡格列净,Amount_Drug
300mg/d,卡格列净,Amount_Drug
10mg/d,艾格列净,Amount_Drug
25mg/d,艾格列净,Amount_Drug
2000mg/d,达格列净,Amount_Drug
≥30IU/d,胰岛素,Amount_Drug
20mg/d,格列吡嗪,Amount_Drug
10mg/d,格列美脲,Amount_Drug
300mg/d,二甲双胍,Amount_Drug
100mg/d,二甲双胍,Amount_Drug
25mg/d,格列美脲,Amount_Drug
10mg/d,胰岛素,Amount_Drug
25mg/d,胰岛素,Amount_Drug
(0.2±0.02)U/Kg,甘精胰岛素,Amount_Drug
(0.2±0.02)U/Kg,二甲双胍,Amount_Drug
(0.25±0.02)U/kg,LA-IA,Amount_Drug
小剂量,二甲双胍,Amount_Drug
[(0.22±0.03)U/kg],NPH,Amount_Drug
(0.7±0.1)U/h,CSII,Amount_Drug
(0.7±0.1)U/h,NPH,Amount_Drug
25mg,西格列汀,Amount_Drug
大量,糖皮质激素,Amount_Drug
0.5mmol/L,IBMX,Amount_Drug
1μmol/L,地塞米松,Amount_Drug
10μg/ml,胰岛素,Amount_Drug
50,AGEs,Amount_Drug
100,AGEs,Amount_Drug
200,AGEs,Amount_Drug
400mg/L,AGEs,Amount_Drug
100mg/L,AGEs,Amount_Drug
200mg/L,AGEs,Amount_Drug
500~2000,二甲双胍,Amount_Drug
500~2550,二甲双胍,Amount_Drug
2.5~15.0,格列本脲,Amount_Drug
500~2550,磺脲类,Amount_Drug
2.5~30.0,格列吡嗪,Amount_Drug
30~120,格列齐特缓释片,Amount_Drug
80~320,格列喹,Amount_Drug
15~180,格列喹,Amount_Drug
1~6,格列美脲,Amount_Drug
1~16,瑞格列奈,Amount_Drug
120~360,那格列奈,Amount_Drug
30~60,米格列奈,Amount_Drug
150~600,阿卡波糖,Amount_Drug
0.6~0,伏格列波糖,Amount_Drug
4~8,罗格列酮,Amount_Drug
15~45,吡格列酮,Amount_Drug
100,西格列汀,Amount_Drug
50~100,维格列汀,Amount_Drug
5,沙格列汀,Amount_Drug
5,利格列汀,Amount_Drug
25,阿格列汀,Amount_Drug
0.01~0.02,艾塞那肽,Amount_Drug
0.6~1.8,利拉鲁肽,Amount_Drug
0.01~0.02,利司那肽,Amount_Drug
0.75~1.50,度拉唐肽,Amount_Drug
30~50,阿必鲁肽,Amount_Drug
5~10,达格列净,Amount_Drug
100~300,坎格列净,Amount_Drug
10~25,恩格列净,Amount_Drug
379mg,GTE,Amount_Drug
379mg,纯纤维素,Amount_Drug
540mg,GTE,Amount_Drug
100nmol/L,wortmannin,Amount_Drug
60mg/kg,链脲佐菌素,Amount_Drug
1ml,生理盐水,Amount_Drug
5mg,SAXA,Amount_Drug
2000mg/d,二甲双胍缓释片,Amount_Drug
≥1500mg/d,二甲双胍,Amount_Drug
1.2mg,甘精胰岛素,Amount_Drug
0.1~0.2U/kg,甘精胰岛素,Amount_Drug
>40U,甘精胰岛素,Amount_Drug
低剂量,维生素D,Amount_Drug
高剂量,维生素D,Amount_Drug
大剂量,链脲佐菌素,Amount_Drug
高剂量,"1,25-(OH)2D3",Amount_Drug
20~40mg/d,他汀,Amount_Drug
75~325mg/d,阿司匹林,Amount_Drug
75mg,氯吡格雷,Amount_Drug
150mg,氯吡格雷,Amount_Drug
600mg,氯吡格雷,Amount_Drug
60mg,普拉格雷,Amount_Drug
10mg,普拉格雷,Amount_Drug
1μg,骨化三醇,Amount_Drug
20U,维生素D,Amount_Drug
1μg,维生素D,Amount_Drug
4.6mg,格列美脲,Amount_Drug
320mg/d,格列齐特,Amount_Drug
30mg,吡格列酮,Amount_Drug
8mg,罗格列酮,Amount_Drug
100mg,阿卡波糖,Amount_Drug
5mg/kg,脂多糖,Amount_Drug
10mg/kg,脂多糖,Amount_Drug
0.5mg/kg,10%水合氯醛,Amount_Drug
减少1/3~1/2,中长效胰岛素,Amount_Drug
10~259,碳水化合物(如含糖饮料),Amount_Drug
20~50rnl,50%葡萄糖,Amount_Drug
50μg/d,L-T4,Amount_Drug
50mg/kg,戊巴比妥钠,Amount_Drug
低剂量,阿司匹林,Amount_Drug
大剂量,甲基强的松龙,Amount_Drug
每日120mg,甲基强的松龙,Amount_Drug
80,甲基强的松龙,Amount_Drug
60,甲基强的松龙,Amount_Drug
40,甲基强的松龙,Amount_Drug
20mg,甲基强的松龙,Amount_Drug
每日1g,甲基强的松龙,Amount_Drug
4mg,地塞米松,Amount_Drug
0.5mg/d,地塞米松,Amount_Drug
1mg/d,地塞米松,Amount_Drug
45~50mg/d,泼尼松龙,Amount_Drug
80mg/d,甲强龙,Amount_Drug
70~120滋Ci,放射碘,Amount_Drug
80mg/d,甲基强的松龙,Amount_Drug
40mg/d,甲基强的松龙,Amount_Drug
20mg/d,甲基强的松龙,Amount_Drug
10.1mC,131碘,Amount_Drug
10nmol/L,地塞米松,Amount_Drug
100nmol/L,DXM,Amount_Drug
Ad-AQP7,甘油释放浓度,Amount_Drug
5g/L,DXM,Amount_Drug
5g/L,INS,Amount_Drug
100nmol/L,INS,Amount_Drug
100nmol/L,地塞米松,Amount_Drug
100nmol/L,PKB,Amount_Drug
6.25~12.5μg/d,甲状腺素,Amount_Drug
500μg,硝酸甘油,Amount_Drug
大剂量,阿司匹林,Amount_Drug
>3∥d,阿司匹林,Amount_Drug
<l~2g/d,阿司匹林,Amount_Drug
12.5μg/d,L-T4,Amount_Drug
12.5~100μg/d,L-T4,Amount_Drug
37.5μg/d,L-T4,Amount_Drug
500pmol/L,GLP-1,Amount_Drug
100μU/ml),中效胰岛素,Amount_Drug
3ml/kg,10%水合氯醛,Amount_Drug
5mg/片,安立泽,Amount_Drug
0.5g/片,格华止,Amount_Drug
4mg/片,太罗片,Amount_Drug
3ml/支,诺和锐30,Amount_Drug
3ml/支,门冬胰岛素30注射液,Amount_Drug
4mg/片,罗格列酮,Amount_Drug
0.5g/片,盐酸二甲双胍,Amount_Drug
5mg/片,沙格列汀,Amount_Drug
0.5g,二甲双胍,Amount_Drug
4mg,罗格列酮,Amount_Drug
2.0g/d,二甲双胍,Amount_Drug
0.4~0.5IU/kg,门冬胰岛素30注射液,Amount_Drug
0.5g,盐酸二甲双胍,Amount_Drug
4mg,罗格列酮钠片,Amount_Drug
21IU/d,胰岛素,Amount_Drug
