from,to,rel
血小板,心血管疾病,Anatomy_Disease
心血管,糖尿病,Anatomy_Disease
心血管,微血管并发症,Anatomy_Disease
心血管,大血管并发症,Anatomy_Disease
TRAIL,糖尿病,Anatomy_Disease
主动脉,糖尿病,Anatomy_Disease
瘤坏死因子相关的凋亡诱导配体,糖尿病,Anatomy_Disease
TRAIL,动脉粥样硬化,Anatomy_Disease
TRAIL,心血管疾病,Anatomy_Disease
血管平滑肌细胞,心血管疾病,Anatomy_Disease
血管内皮细胞,心血管疾病,Anatomy_Disease
Akt,心血管疾病,Anatomy_Disease
ApoE,动脉粥样硬化,Anatomy_Disease
动脉,动脉粥样硬化,Anatomy_Disease
动脉壁,动脉粥样硬化,Anatomy_Disease
主动脉,动脉粥样硬化,Anatomy_Disease
腹主动脉,动脉粥样硬化,Anatomy_Disease
胸腔,动脉粥样硬化,Anatomy_Disease
胸主动脉,动脉粥样硬化,Anatomy_Disease
TRAIL,死亡,Anatomy_Disease
主动脉弓,动脉粥样硬化,Anatomy_Disease
主动脉内膜,动脉粥样斑块,Anatomy_Disease
TRAIL,动脉粥样斑块,Anatomy_Disease
主动脉壁,糖尿病,Anatomy_Disease
内膜,糖尿病,Anatomy_Disease
内皮细胞,糖尿病,Anatomy_Disease
中膜血管平滑肌细胞,糖尿病,Anatomy_Disease
内皮下细胞,糖尿病,Anatomy_Disease
T淋巴细胞,糖尿病,Anatomy_Disease
T淋巴细胞,动脉粥样硬化,Anatomy_Disease
巨噬细胞,糖尿病,Anatomy_Disease
巨噬细胞,动脉粥样硬化,Anatomy_Disease
内皮细胞,动脉粥样硬化,Anatomy_Disease
胰岛细胞,糖尿病,Anatomy_Disease
细胞因子,动脉粥样硬化,Anatomy_Disease
TRAIL,冠心病,Anatomy_Disease
主动脉,动脉粥样斑块,Anatomy_Disease
主动脉壁,动脉粥样斑块,Anatomy_Disease
TRAIL,心血管事件,Anatomy_Disease
垂体性腺轴,DFU,Anatomy_Disease
神经内分泌网络,DFU,Anatomy_Disease
垂体,DFU,Anatomy_Disease
性腺,DFU,Anatomy_Disease
肾上腺,DFU,Anatomy_Disease
皮肤,溃疡愈合,Anatomy_Disease
痂皮,溃疡愈合,Anatomy_Disease
心脑血管,心脑血管事件,Anatomy_Disease
睾酮,糖尿病足,Anatomy_Disease
血浆蛋白,糖尿病足,Anatomy_Disease
血浆白蛋白,糖尿病足,Anatomy_Disease
SHBG,糖尿病足,Anatomy_Disease
睾丸间质细胞,糖尿病足,Anatomy_Disease
睾丸,糖尿病足,Anatomy_Disease
血管,糖尿病足,Anatomy_Disease
扩血管介质,糖尿病足,Anatomy_Disease
一氧化氮,糖尿病足,Anatomy_Disease
钾离子、钙离子通道,糖尿病足,Anatomy_Disease
血管平滑肌细胞,糖尿病足,Anatomy_Disease
血管内皮细胞,糖尿病足,Anatomy_Disease
抗炎因子,糖尿病足,Anatomy_Disease
炎症细胞,糖尿病足,Anatomy_Disease
促炎因子,糖尿病足,Anatomy_Disease
肿瘤坏死因子-α,糖尿病足,Anatomy_Disease
血液,糖尿病足,Anatomy_Disease
雌二醇,糖尿病足,Anatomy_Disease
脂肪,糖尿病足,Anatomy_Disease
肌肉,糖尿病足,Anatomy_Disease
雌二醇,DFU,Anatomy_Disease
炎症细胞,DFU,Anatomy_Disease
干扰素γ,DFU,Anatomy_Disease
皮肤,溃疡,Anatomy_Disease
痂皮,溃疡,Anatomy_Disease
心脑血管,心肌梗死,Anatomy_Disease
心脑血管,不稳定性心绞痛,Anatomy_Disease
心脑血管,心力衰竭(心衰),Anatomy_Disease
心脑血管,脑卒中,Anatomy_Disease
雌二醇,动脉粥样硬化,Anatomy_Disease
肾,肾功能不全,Anatomy_Disease
肾脏,肾功能受损,Anatomy_Disease
肾脏,CKD,Anatomy_Disease
睾酮,克氏征,Anatomy_Disease
睾丸曲细精管,克氏征,Anatomy_Disease
睾丸曲细精管,Klinefelter综合征,Anatomy_Disease
腹腔,腹型肥胖,Anatomy_Disease
胰岛素,肥胖,Anatomy_Disease
胰岛素,超重,Anatomy_Disease
GLP-1,T2DM,Anatomy_Disease
肝脏,糖尿病,Anatomy_Disease
小肠上部,T2DM,Anatomy_Disease
胰岛β细胞,T2DM,Anatomy_Disease
胰岛β细胞,2型糖尿病,Anatomy_Disease
腹腔,肥胖,Anatomy_Disease
胰岛素,2型糖尿病,Anatomy_Disease
胰岛素,糖尿病,Anatomy_Disease
胰岛,2型糖尿病,Anatomy_Disease
脂肪酸,肥胖,Anatomy_Disease
胰岛β细胞,1型糖尿病,Anatomy_Disease
胰岛细胞,2型糖尿病,Anatomy_Disease
胰腺,1型糖尿病,Anatomy_Disease
胰岛β细胞,糖尿病,Anatomy_Disease
卵巢,胰岛素抵抗,Anatomy_Disease
网膜素,多囊卵巢综合征,Anatomy_Disease
网膜素,胰岛素抵抗,Anatomy_Disease
网膜素,PCOS,Anatomy_Disease
网膜素,肥胖,Anatomy_Disease
胰岛素,胰岛素抵抗,Anatomy_Disease
脂肪因子,胰岛素抵抗,Anatomy_Disease
脂肪组织,胰岛素抵抗,Anatomy_Disease
卵巢,卵巢多囊样改变,Anatomy_Disease
卵泡,卵巢多囊样改变,Anatomy_Disease
雄激素,先天性肾上腺皮质增生,Anatomy_Disease
雄激素,库欣综合征,Anatomy_Disease
雄激素,分泌雄激素的肿瘤,Anatomy_Disease
雄激素,外源性雄激素应用,Anatomy_Disease
子宫,PCOS,Anatomy_Disease
卵巢,PCOS,Anatomy_Disease
脂肪因子,PCOS,Anatomy_Disease
内脏网膜组织,PCOS,Anatomy_Disease
cDNA文库,PCOS,Anatomy_Disease
网膜脂肪组织,PCOS,Anatomy_Disease
小肠,PCOS,Anatomy_Disease
肺,PCOS,Anatomy_Disease
胎盘,PCOS,Anatomy_Disease
皮下脂肪组织,PCOS,Anatomy_Disease
脂联素,PCOS,Anatomy_Disease
脂肪细胞,高胰岛素血症,Anatomy_Disease
网膜素,高胰岛素血症,Anatomy_Disease
AKT/蛋白激酶B,高胰岛素血症,Anatomy_Disease
胰岛素,高胰岛素血症,Anatomy_Disease
PI3K/AKT途径,高胰岛素血症,Anatomy_Disease
脂肪组织,高胰岛素血症,Anatomy_Disease
网膜素,动脉粥样硬化,Anatomy_Disease
网膜素,心血管疾病,Anatomy_Disease
网膜素,糖尿病,Anatomy_Disease
皮下脂肪,肥胖,Anatomy_Disease
心血管,心血管疾病,Anatomy_Disease
心血管,胰岛素抵抗,Anatomy_Disease
内脏脂肪,肥胖,Anatomy_Disease
肌肉组织,肥胖,Anatomy_Disease
内脏脂肪组织,代谢异常,Anatomy_Disease
内脏脂肪,动脉粥样硬化,Anatomy_Disease
细胞周期调节蛋白,糖尿病肾病,Anatomy_Disease
肾脏,急性肾脏损伤,Anatomy_Disease
肾小管上皮细胞,糖尿病肾病,Anatomy_Disease
肾小球脏层上皮细胞,糖尿病肾病,Anatomy_Disease
足细胞,糖尿病肾病,Anatomy_Disease
系膜细胞,糖尿病肾病,Anatomy_Disease
肾小球细胞,糖尿病肾病,Anatomy_Disease
细胞周期蛋白依赖性蛋白激酶D1,糖尿病肾病,Anatomy_Disease
肾脏,梗阻性肾病,Anatomy_Disease
PTH1R,糖尿病肾病,Anatomy_Disease
肾小管,DN,Anatomy_Disease
PTH1R,DN,Anatomy_Disease
p27Kip,DN,Anatomy_Disease
肾小球细胞,DN,Anatomy_Disease
肾小管上皮细胞,DN,Anatomy_Disease
人系膜细胞,糖尿病肾病,Anatomy_Disease
HMC,糖尿病肾病,Anatomy_Disease
PTH1R,糖尿病,Anatomy_Disease
甲状旁腺激素相关蛋白,糖尿病肾病,Anatomy_Disease
转化生长因子-β1,糖尿病肾病,Anatomy_Disease
血管紧张素2,糖尿病肾病,Anatomy_Disease
PTH1R,急性肾脏损伤,Anatomy_Disease
甲状旁腺激素相关蛋白1型受体,急性肾脏损伤,Anatomy_Disease
PTHrP,肾小管间质损伤,Anatomy_Disease
细胞周期蛋白依赖性蛋白激酶E,糖尿病肾病,Anatomy_Disease
PTHrP,梗阻性肾病,Anatomy_Disease
PTHrP,急性肾脏损伤,Anatomy_Disease
PTHrP,糖尿病肾病,Anatomy_Disease
PTHrP,肾小球疾病,Anatomy_Disease
肾小管,肾小球疾病,Anatomy_Disease
PTHrP,DN,Anatomy_Disease
TGF1-β1,DN,Anatomy_Disease
细胞周期调节蛋白D1,糖尿病肾病,Anatomy_Disease
细胞周期调节蛋白E,糖尿病肾病,Anatomy_Disease
CDK2,糖尿病肾病,Anatomy_Disease
PTHrP,肾小管损伤,Anatomy_Disease
血管紧张素2,肾小管损伤,Anatomy_Disease
血管紧张素2,肾小管纤维化,Anatomy_Disease
PTHrP,肾小管纤维化,Anatomy_Disease
PTHrP,肾毒性急性肾衰竭,Anatomy_Disease
血管紧张素2,肾毒性急性肾衰竭,Anatomy_Disease
肾脏,肾毒性急性肾衰竭,Anatomy_Disease
PTHrP,糖尿病,Anatomy_Disease
p27Kip1,糖尿病肾病,Anatomy_Disease
TGF-β1,糖尿病肾病,Anatomy_Disease
PTHrP,2型糖尿病,Anatomy_Disease
PTHrP,终末期肾衰竭,Anatomy_Disease
肾脏,高尿酸血症,Anatomy_Disease
肾脏,痛风,Anatomy_Disease
心血管,HUA,Anatomy_Disease
外周肌肉组织,胰岛素抵抗,Anatomy_Disease
脂肪,胰岛素抵抗,Anatomy_Disease
肝脏,胰岛素抵抗,Anatomy_Disease
脂肪酶,胰岛素抵抗,Anatomy_Disease
GATA3,甲状旁腺功能减退-感音神经性耳聋-肾发育不良综合征,Anatomy_Disease
GATA3,甲状旁腺功能减退-感音神经性耳聋-肾发育不良(HDR)综合征,Anatomy_Disease
GATA3,HDR综合征,Anatomy_Disease
GATA基因,甲状旁腺功能减退-感音神经性耳聋-肾发育不良综合征,Anatomy_Disease
GATA3,HDR,Anatomy_Disease
GATA转录因子家族锌指蛋白,HDR,Anatomy_Disease
甲状旁腺,HDR,Anatomy_Disease
听觉系统,HDR,Anatomy_Disease
肾脏,HDR,Anatomy_Disease
染色体DNA,双耳感音神经性耳聋,Anatomy_Disease
甲状旁腺,HDR综合征,Anatomy_Disease
内耳,HDR综合征,Anatomy_Disease
肾脏,HDR综合征,Anatomy_Disease
胸腺,HDR综合征,Anatomy_Disease
中枢神经系统,HDR综合征,Anatomy_Disease
T细胞,HDR综合征,Anatomy_Disease
GATA3,神经性听力损失,Anatomy_Disease
前庭听觉传出神经元,神经性听力损失,Anatomy_Disease
尾端缝核核团,神经性听力损失,Anatomy_Disease
血清素神经元,神经性听力损失,Anatomy_Disease
脑桥,神经性听力损失,Anatomy_Disease
延髓,神经性听力损失,Anatomy_Disease
视顶盖,神经性听力损失,Anatomy_Disease
脊椎动物神经系统,神经性听力损失,Anatomy_Disease
锌指蛋白2,HDR综合征,Anatomy_Disease
锌指蛋白,GTAT3突变,Anatomy_Disease
锌指蛋白1,GTAT3突变,Anatomy_Disease
GATA3,感觉性听力损失,Anatomy_Disease
毛细胞,感觉性听力损失,Anatomy_Disease
支持细胞,感觉性听力损失,Anatomy_Disease
耳蜗管细胞,感觉性听力损失,Anatomy_Disease
耳蜗前庭神经节细胞,HDR,Anatomy_Disease
螺旋神经节神经元,HDR,Anatomy_Disease
锌指蛋白1,基因突变,Anatomy_Disease
GATA3,基因突变,Anatomy_Disease
锌指蛋白1,HDR,Anatomy_Disease
GATA3,听力障碍,Anatomy_Disease
GATA3,内分泌疾病,Anatomy_Disease
FoxO1,糖尿病肾病,Anatomy_Disease
叉头状转录因子O1,糖尿病,Anatomy_Disease
肾小球系膜细胞,糖尿病,Anatomy_Disease
空慢病毒载体,糖尿病,Anatomy_Disease
FoxO1,糖尿病,Anatomy_Disease
肾脏皮质,糖尿病,Anatomy_Disease
肾脏组织,糖尿病,Anatomy_Disease
肾皮质,糖尿病,Anatomy_Disease
p27Kip1,糖尿病,Anatomy_Disease
叉头状转录因子O1,糖尿病肾病,Anatomy_Disease
FoxO,糖尿病肾病,Anatomy_Disease
p27Kip1,肿瘤,Anatomy_Disease
FoxO1,肿瘤,Anatomy_Disease
肾脏,糖尿病肾脏病变,Anatomy_Disease
FoxO1,糖尿病肾脏病变,Anatomy_Disease
p27Kip1,糖尿病肾脏病变,Anatomy_Disease
肾脏系膜细胞,糖尿病肾脏病变,Anatomy_Disease
右侧肾脏,糖尿病,Anatomy_Disease
肌肉,糖尿病,Anatomy_Disease
皮肤,糖尿病,Anatomy_Disease
细胞外基质,糖尿病肾病,Anatomy_Disease
肾小球基底膜,糖尿病肾病,Anatomy_Disease
肾小球系膜细胞,糖尿病肾病,Anatomy_Disease
细胞因子,糖尿病肾病,Anatomy_Disease
转化生长因子β1,糖尿病肾病,Anatomy_Disease
系膜细胞,糖尿病肾脏病变,Anatomy_Disease
胰岛β细胞,糖尿病肾病,Anatomy_Disease
FoxO1,乳腺癌,Anatomy_Disease
p-FoxO1,糖尿病,Anatomy_Disease
肾脏系膜细胞,糖尿病,Anatomy_Disease
p27kip1,肿瘤,Anatomy_Disease
FoxO1,白血病,Anatomy_Disease
p27Kip1,白血病,Anatomy_Disease
系膜细胞,肿瘤,Anatomy_Disease
肾皮质,肾小球硬化,Anatomy_Disease
p27Kip1mRNA,肾小球硬化,Anatomy_Disease
系膜细胞,肾小球硬化,Anatomy_Disease
细胞外基质,肾小球硬化,Anatomy_Disease
FoxO1,肾小球硬化,Anatomy_Disease
肾小球系膜细胞,肾小球硬化,Anatomy_Disease
p27Kip1,肾小球硬化,Anatomy_Disease
FoxO1,DN,Anatomy_Disease
MCs,糖尿病,Anatomy_Disease
肾小球系膜细胞,肾纤维化,Anatomy_Disease
细胞因子,肾小球硬化,Anatomy_Disease
细胞因子,肾纤维化,Anatomy_Disease
转化生长因子β1,肾小球硬化,Anatomy_Disease
转化生长因子β1,肾纤维化,Anatomy_Disease
TGF-β,肾小球硬化,Anatomy_Disease
TGF-β,肾纤维化,Anatomy_Disease
细胞外基质,肾纤维化,Anatomy_Disease
GLP-1,2型糖尿病,Anatomy_Disease
胰升糖素样肽1,2型糖尿病,Anatomy_Disease
脂肪酸,2型糖尿病,Anatomy_Disease
肠促胰素,2型糖尿病,Anatomy_Disease
GLP-1R,2型糖尿病,Anatomy_Disease
小肠,肥胖,Anatomy_Disease
脂肪细胞,肥胖,Anatomy_Disease
脂肪组织,酒精性脂肪肝,Anatomy_Disease
GLP-1,酒精性脂肪肝,Anatomy_Disease
脂肪,酒精性脂肪肝,Anatomy_Disease
激素敏感性脂肪酶,酒精性脂肪肝,Anatomy_Disease
肝脏,非酒精性脂肪肝,Anatomy_Disease
HLS,酒精性脂肪肝,Anatomy_Disease
肉毒碱棕榈酰转移酶I,酒精性脂肪肝,Anatomy_Disease
长链酰基辅酶A脱氢酶,酒精性脂肪肝,Anatomy_Disease
LCAD,酒精性脂肪肝,Anatomy_Disease
酰基辅酶A氧化酶,酒精性脂肪肝,Anatomy_Disease
ACO,酒精性脂肪肝,Anatomy_Disease
肝,NAFLD,Anatomy_Disease
肝,非酒精性脂肪肝,Anatomy_Disease
GLP-1,NAFLD,Anatomy_Disease
GLP-1,非酒精性脂肪肝,Anatomy_Disease
二肽基肽酶4,非酒精性脂肪肝,Anatomy_Disease
二肽基肽酶4,NAFLD,Anatomy_Disease
DPP-4,非酒精性脂肪肝,Anatomy_Disease
DPP-4,NAFLD,Anatomy_Disease
GLP-1,脂肪肝,Anatomy_Disease
肝,脂肪肝,Anatomy_Disease
GLP-1,胰岛素抵抗,Anatomy_Disease
肝,胰岛素抵抗,Anatomy_Disease
GLP-1R,胰岛素抵抗,Anatomy_Disease
GLP-1,动脉粥样硬化,Anatomy_Disease
ox-LDL,动脉粥样硬化,Anatomy_Disease
低密度脂蛋白,动脉粥样硬化,Anatomy_Disease
肝,糖尿病,Anatomy_Disease
GLP-1,糖尿病,Anatomy_Disease
NF-κB,动脉粥样硬化,Anatomy_Disease
PKA,动脉粥样硬化,Anatomy_Disease
ACAT1,动脉粥样硬化,Anatomy_Disease
胆固醇酰基转移酶1,动脉粥样硬化,Anatomy_Disease
乙酰辅酶A,动脉粥样硬化,Anatomy_Disease
脂肪,2型糖尿病,Anatomy_Disease
肝,2型糖尿病,Anatomy_Disease
胆固醇,2型糖尿病,Anatomy_Disease
RLP,动脉粥样硬化,Anatomy_Disease
残粒样脂蛋白,动脉粥样硬化,Anatomy_Disease
TRL,动脉粥样硬化,Anatomy_Disease
甘油三酯脂蛋白,动脉粥样硬化,Anatomy_Disease
DPP-4,动脉粥样硬化,Anatomy_Disease
GLP-1,肥胖,Anatomy_Disease
肝脏,酒精性脂肪肝,Anatomy_Disease
高密度脂蛋白,动脉粥样硬化,Anatomy_Disease
HDL,动脉粥样硬化,Anatomy_Disease
肝脏,动脉粥样硬化,Anatomy_Disease
血管壁,动脉粥样硬化,Anatomy_Disease
血液,动脉粥样硬化,Anatomy_Disease
棕色脂肪,代谢性疾病,Anatomy_Disease
棕色脂肪,肥胖,Anatomy_Disease
棕色脂肪组织,肥胖,Anatomy_Disease
Irisin,代谢性疾病,Anatomy_Disease
白色脂肪,糖尿病,Anatomy_Disease
棕色脂肪细胞,糖尿病,Anatomy_Disease
棕色脂肪,糖尿病,Anatomy_Disease
白色脂肪细胞,肥胖,Anatomy_Disease
白色脂肪,肥胖,Anatomy_Disease
内脏白色脂肪,肥胖,Anatomy_Disease
骨骼肌细胞,肥胖,Anatomy_Disease
肝脏细胞,脂肪肝,Anatomy_Disease
肝脏,脂肪肝,Anatomy_Disease
Irisin,肥胖,Anatomy_Disease
UCP-1,肥胖,Anatomy_Disease
皮下,肥胖,Anatomy_Disease
内脏器官,肥胖,Anatomy_Disease
棕色脂肪细胞,肥胖,Anatomy_Disease
细胞死亡DNA片段化因子a样效应因子A,肥胖,Anatomy_Disease
cidea,肥胖,Anatomy_Disease
皮下白色脂肪细胞,糖尿病,Anatomy_Disease
Irisin蛋白,糖尿病,Anatomy_Disease
Irisin,糖尿病,Anatomy_Disease
Irisin,爱默氏病,Anatomy_Disease
Irisin,帕金森氏病,Anatomy_Disease
ROS,肌肉萎缩,Anatomy_Disease
胰岛,脂肪肝,Anatomy_Disease
棕色脂肪,脂肪肝,Anatomy_Disease
PGC-1α,脂肪肝,Anatomy_Disease
白色脂肪,代谢性疾病,Anatomy_Disease
棕色脂肪细胞,代谢性疾病,Anatomy_Disease
肩胛下区,糖尿病,Anatomy_Disease
颈部大血管,糖尿病,Anatomy_Disease
腹股沟,糖尿病,Anatomy_Disease
肩胛下区,肥胖,Anatomy_Disease
颈部大血管,肥胖,Anatomy_Disease
脂肪特异性PPAR-γ基因,脂肪肝,Anatomy_Disease
白色脂肪细胞,糖尿病,Anatomy_Disease
UCP-1,糖尿病,Anatomy_Disease
皮下,糖尿病,Anatomy_Disease
内脏器官,糖尿病,Anatomy_Disease
内脏白色脂肪,糖尿病,Anatomy_Disease
PGC-1α,肌肉萎缩,Anatomy_Disease
PGC-1αmRNA,肌肉萎缩,Anatomy_Disease
NRF-1,肌肉萎缩,Anatomy_Disease
NRF-2,肌肉萎缩,Anatomy_Disease
ERR-a,肌肉萎缩,Anatomy_Disease
AMP激酶,肌肉萎缩,Anatomy_Disease
Irisin蛋白,肥胖,Anatomy_Disease
皮下白色脂肪细胞,肥胖,Anatomy_Disease
消化系统,恶性肿瘤,Anatomy_Disease
回肠末端,结肠癌,Anatomy_Disease
直肠,多发息肉,Anatomy_Disease
乙状结肠,多发息肉,Anatomy_Disease
降结肠,多发息肉,Anatomy_Disease
横结肠,多发息肉,Anatomy_Disease
升结肠,多发息肉,Anatomy_Disease
肝曲,多发息肉,Anatomy_Disease
回盲部,多发息肉,Anatomy_Disease
脾曲,多发息肉,Anatomy_Disease
近侧结肠,结肠癌,Anatomy_Disease
远侧结肠,结肠癌,Anatomy_Disease
左半结肠,结肠息肉,Anatomy_Disease
左半结肠,结肠癌,Anatomy_Disease
消化系统,结肠癌,Anatomy_Disease
回肠末端,癌前病变,Anatomy_Disease
肝脏,非酒精性脂肪性肝病,Anatomy_Disease
肝脏,NAFLD,Anatomy_Disease
二肽基肽酶4,2型糖尿病,Anatomy_Disease
DPP-4,2型糖尿病,Anatomy_Disease
肝组织,NAFLD,Anatomy_Disease
肝细胞,NAFLD,Anatomy_Disease
炎症因子,肥胖,Anatomy_Disease
炎症因子,NAFLD,Anatomy_Disease
IL-6,NAFLD,Anatomy_Disease
TNF-α,NAFLD,Anatomy_Disease
NF-κB,NAFLD,Anatomy_Disease
NF-κB,糖尿病,Anatomy_Disease
肝组织,非酒精性脂肪性肝病,Anatomy_Disease
腹主动脉,糖尿病,Anatomy_Disease
肝脏组织,NAFLD,Anatomy_Disease
肝脏,肥胖,Anatomy_Disease
脂肪,肥胖,Anatomy_Disease
脂肪,NAFLD,Anatomy_Disease
骨骼肌,胰岛素抵抗,Anatomy_Disease
胰岛素受体酪氨酸激酶,胰岛素抵抗,Anatomy_Disease
肝脏,2型糖尿病,Anatomy_Disease
腰腹部,中心性肥胖,Anatomy_Disease
脂肪,中心性肥胖,Anatomy_Disease
脂肪,糖尿病,Anatomy_Disease
脂肪,代谢性疾病,Anatomy_Disease
脂肪,心血管疾病,Anatomy_Disease
肝脏,超重,Anatomy_Disease
胰岛β细胞,胰岛素抵抗,Anatomy_Disease
Toll样受体4,肥胖,Anatomy_Disease
TLR4,肥胖,Anatomy_Disease
Toll样受体4,胰岛素抵抗,Anatomy_Disease
TLR4,胰岛素抵抗,Anatomy_Disease
AHSG-FFA复合体,胰岛素抵抗,Anatomy_Disease
脂肪细胞,超重,Anatomy_Disease
胰岛β细胞,高FFA血症,Anatomy_Disease
心血管,血脂异常,Anatomy_Disease
肾脏,肾功能不全,Anatomy_Disease
脂肪酸,糖尿病,Anatomy_Disease
β-羟丁酸,酸中毒,Anatomy_Disease
乙酰乙酸,酸中毒,Anatomy_Disease
肝外组织,酮血症,Anatomy_Disease
肝外组织,酮尿症,Anatomy_Disease
肝,酮血症,Anatomy_Disease
肝,酮尿症,Anatomy_Disease
肝细胞,酮血症,Anatomy_Disease
肝细胞,酮尿症,Anatomy_Disease
肌肉,酮血症,Anatomy_Disease
肌肉,酮尿症,Anatomy_Disease
脑,酮血症,Anatomy_Disease
脑,酮尿症,Anatomy_Disease
心,酮血症,Anatomy_Disease
心,酮尿症,Anatomy_Disease
胰岛素,DKA,Anatomy_Disease
胰岛素,糖尿病酮症酸中毒,Anatomy_Disease
胰岛素,DK,Anatomy_Disease
胰岛素,糖尿病酮症,Anatomy_Disease
胰升糖素,DKA,Anatomy_Disease
胰升糖素,糖尿病酮症酸中毒,Anatomy_Disease
胰升糖素,DK,Anatomy_Disease
胰升糖素,糖尿病酮症,Anatomy_Disease
儿茶酚胺,DKA,Anatomy_Disease
儿茶酚胺,糖尿病酮症酸中毒,Anatomy_Disease
儿茶酚胺,DK,Anatomy_Disease
儿茶酚胺,糖尿病酮症,Anatomy_Disease
肾上腺皮质激素,DKA,Anatomy_Disease
肾上腺皮质激素,糖尿病酮症酸中毒,Anatomy_Disease
肾上腺皮质激素,DK,Anatomy_Disease
肾上腺皮质激素,糖尿病酮症,Anatomy_Disease
生长激素,DKA,Anatomy_Disease
生长激素,糖尿病酮症酸中毒,Anatomy_Disease
生长激素,DK,Anatomy_Disease
生长激素,糖尿病酮症,Anatomy_Disease
乙酰乙酸,DKA,Anatomy_Disease
丙酮,DKA,Anatomy_Disease
β-羟丁酸,DKA,Anatomy_Disease
呼吸系统,肺结核,Anatomy_Disease
呼吸系统,肺炎,Anatomy_Disease
泌尿系统,急性肾盂肾炎,Anatomy_Disease
泌尿系统,膀胱炎,Anatomy_Disease
毛细血管,DKA,Anatomy_Disease
毛细血管,糖尿病,Anatomy_Disease
胎盘,DKA,Anatomy_Disease
胎盘,DK,Anatomy_Disease
大脑基底核,DKA,Anatomy_Disease
大脑基底核,DK,Anatomy_Disease
胰岛素,酮症,Anatomy_Disease
胰升糖素,酮症,Anatomy_Disease
儿茶酚胺,酮症,Anatomy_Disease
肾上腺皮质激素,酮症,Anatomy_Disease
生长激素,酮症,Anatomy_Disease
血管平滑肌细胞,动脉硬化,Anatomy_Disease
细胞周期蛋白依赖激酶2,动脉硬化,Anatomy_Disease
平滑肌细胞,动脉硬化,Anatomy_Disease
巨噬细胞,动脉硬化,Anatomy_Disease
白细胞,动脉硬化,Anatomy_Disease
B细胞,动脉硬化,Anatomy_Disease
调节T细胞,动脉硬化,Anatomy_Disease
