from,to,rel
吡格列酮,肾功能不全,Drug_Disease
阿卡波糖,CKD,Drug_Disease
利拉鲁肽,CKD,Drug_Disease
DPP.4抑制剂,糖尿病肾病,Drug_Disease
GLP.1降解酶,糖尿病肾病,Drug_Disease
DDP一4抑制剂,糖尿病肾病,Drug_Disease
胰岛素促泌剂,糖尿病肾病,Drug_Disease
西格列汀,糖尿病肾病,Drug_Disease
沙格列汀,糖尿病肾病,Drug_Disease
维格列汀,糖尿病肾病,Drug_Disease
利格列汀,糖尿病肾病,Drug_Disease
西格,糖尿病肾病,Drug_Disease
维格列汀,CKD,Drug_Disease
利格列汀,CKD,Drug_Disease
胰岛素,糖尿病,Drug_Disease
胰岛素,l型糖尿病,Drug_Disease
胰岛素,妊娠糖尿病,Drug_Disease
口服降糖药,2型糖尿病,Drug_Disease
胰岛素,肾功能受损,Drug_Disease
胰岛素,CKD,Drug_Disease
ARB/ACEI类药物,心血管疾病,Drug_Disease
胰岛素,肥胖,Drug_Disease
二甲双胍,胰岛素抵抗,Drug_Disease
二甲双胍,肥胖,Drug_Disease
二甲双胍,心血管事件,Drug_Disease
二甲双胍,死亡,Drug_Disease
磺脲类,CKD,Drug_Disease
磺脲类药物,CKD,Drug_Disease
氯磺丙脲,CKD,Drug_Disease
妥拉磺脲,CKD,Drug_Disease
甲苯磺丁脲,CKD,Drug_Disease
瑞格列奈,肾功能不全,Drug_Disease
瑞格列奈,肾功能损伤,Drug_Disease
那格列奈,肾功能不全,Drug_Disease
艾塞那肽,CKD,Drug_Disease
沙格列汀,3、4期,Drug_Disease
维格列汀,3、4期,Drug_Disease
利格列汀,4期,Drug_Disease
胰岛素,急性并发症,Drug_Disease
胰岛素,严重合并症,Drug_Disease
雄激素,克氏征,Drug_Disease
同位素(11mGi),甲亢,Drug_Disease
睾酮制剂,甲亢,Drug_Disease
安特尔,甲亢,Drug_Disease
赛治,甲亢,Drug_Disease
甲巯咪唑,甲亢,Drug_Disease
甲巯咪唑,甲状腺功能亢进症,Drug_Disease
雄激素,甲亢,Drug_Disease
胰岛素,T2DM,Drug_Disease
二甲双胍,T2DM,Drug_Disease
胰升糖素样,T2DM,Drug_Disease
GLP-1RA,T2DM,Drug_Disease
α-糖苷酶抑制剂,T2DM,Drug_Disease
DPP-4,T2DM,Drug_Disease
β受体阻滞剂,糖尿病,Drug_Disease
抗抑郁焦虑药物,糖尿病,Drug_Disease
β受体阻滞剂,心血管疾病,Drug_Disease
他汀类药物,心血管疾病,Drug_Disease
左卡尼汀,肥胖,Drug_Disease
左卡尼汀,2型糖尿病,Drug_Disease
中性鱼精蛋白锌胰岛素,代谢异常,Drug_Disease
基础胰岛素,代谢异常,Drug_Disease
二甲双胍,代谢不稳定,Drug_Disease
胰岛素,代谢不稳定,Drug_Disease
餐前胰岛素,代谢不稳定,Drug_Disease
DPP-4抑制剂,2型糖尿病,Drug_Disease
GLP-1受体激动剂,2型糖尿病,Drug_Disease
SGLT2抑制剂,2型糖尿病,Drug_Disease
ACEI,糖尿病,Drug_Disease
血管紧张素受体阻断剂,高血压,Drug_Disease
钙通道阻滞剂,高血压,Drug_Disease
利尿剂,高血压,Drug_Disease
他汀类,心血管病,Drug_Disease
苯氧芳酸类,高甘油三酯血症,Drug_Disease
镇痛剂,神经病变,Drug_Disease
二甲双胍,NAFLD,Drug_Disease
护肝药,肝功能损伤,Drug_Disease
二甲双胍,维生素B12缺乏,Drug_Disease
二甲双胍,贫血,Drug_Disease
二甲双胍,周围神经病变,Drug_Disease
胰岛素,糖尿病酮症酸中毒,Drug_Disease
二甲双胍,酸中毒,Drug_Disease
血管紧张素转化酶抑制剂,糖尿病,Drug_Disease
他汀类,高甘油三酯血症,Drug_Disease
镇痛剂,糖尿病,Drug_Disease
阿仑膦酸钠,骨质疏松,Drug_Disease
维生素D,骨质疏松,Drug_Disease
维生素D,骨折,Drug_Disease
钙,骨质疏松,Drug_Disease
双膦酸盐,骨质疏松症,Drug_Disease
骨吸收抑制剂,骨质疏松症,Drug_Disease
双膦酸盐,骨质疏松,Drug_Disease
阿仑膦酸盐,绝经后骨质疏松,Drug_Disease
维生素D,绝经后骨质疏松,Drug_Disease
阿仑膦酸盐,骨质疏松,Drug_Disease
胰岛素,高胰岛素血症,Drug_Disease
葡萄糖,高胰岛素血症,Drug_Disease
血管紧张素2拮抗剂,糖尿病肾病,Drug_Disease
链脲佐菌素,DN,Drug_Disease
STZ,DN,Drug_Disease
血管紧张素2拮抗剂,急性肾功能衰竭,Drug_Disease
血管紧张素2拮抗剂,肾毒性急性肾衰竭,Drug_Disease
钙剂,HDR综合征,Drug_Disease
维生素D,HDR综合征,Drug_Disease
罗盖全,双耳感音神经性耳聋,Drug_Disease
钙尔奇D,双耳感音神经性耳聋,Drug_Disease
白藜芦醇,白血病,Drug_Disease
艾塞那肽,2型糖尿病,Drug_Disease
阿格列汀,动脉粥样硬化,Drug_Disease
GLP-1分解酶,动脉粥样硬化,Drug_Disease
糖皮质激素,糖尿病前期,Drug_Disease
二甲双胍,糖尿病前期,Drug_Disease
二甲双胍,结肠癌前病变,Drug_Disease
沙格列汀,糖尿病,Drug_Disease
沙格列汀,非酒精性脂肪性肝病,Drug_Disease
生理盐水,非酒精性脂肪性肝病,Drug_Disease
生理盐水,NAFLD,Drug_Disease
生理盐水,糖尿病,Drug_Disease
沙格列汀,NAFLD,Drug_Disease
沙格列汀,脂肪肝,Drug_Disease
西格列汀,糖尿病,Drug_Disease
西格列汀,NAFLD,Drug_Disease
STZ,高血糖,Drug_Disease
他汀类,血脂异常,Drug_Disease
他汀,血脂异常,Drug_Disease
他汀类药物,冠心病,Drug_Disease
他汀,心肌梗死,Drug_Disease
他汀,ASCVD,Drug_Disease
阿托伐他汀,ACS,Drug_Disease
普伐他汀,ACS,Drug_Disease
阿托伐他汀,稳定冠心病,Drug_Disease
阿托伐他汀,冠心病,Drug_Disease
普伐他汀,冠心病,Drug_Disease
他汀类药物,ASCVD,Drug_Disease
他汀,稳定性冠心病,Drug_Disease
他汀,心血管病,Drug_Disease
他汀,CKD,Drug_Disease
他汀类药物,痴呆,Drug_Disease
他汀,痴呆,Drug_Disease
他汀类,高脂血症,Drug_Disease
他汀,急性冠脉综合征,Drug_Disease
他汀,心血管事件,Drug_Disease
他汀类药物,稳定性冠心病,Drug_Disease
他汀,肾功能不全,Drug_Disease
他汀类药物,肾功能不全,Drug_Disease
他汀类药物,CKD,Drug_Disease
阿托伐他汀,CKD,Drug_Disease
普伐他汀,CKD,Drug_Disease
辛伐他汀,CKD,Drug_Disease
洛伐他汀,CKD,Drug_Disease
氟伐他汀,CKD,Drug_Disease
瑞舒伐他汀,CKD,Drug_Disease
他汀,动脉粥样硬化,Drug_Disease
他汀,动脉粥样硬化性心血管疾病,Drug_Disease
阿托伐他汀,急性冠脉综合症,Drug_Disease
阿托伐他汀,心血管事件,Drug_Disease
普伐他汀,心血管事件,Drug_Disease
阿托伐他汀,死亡,Drug_Disease
普伐他汀,死亡,Drug_Disease
瑞舒伐他汀,心血管事件,Drug_Disease
他汀类药物,动脉粥样硬化,Drug_Disease
他汀类,心脑血管疾病,Drug_Disease
胰岛素,DKA,Drug_Disease
5%的葡萄糖,DKA,Drug_Disease
胰岛素,1型糖尿病,Drug_Disease
岛素,DKA,Drug_Disease
葡萄糖,DKA,Drug_Disease
维生素D,动脉硬化,Drug_Disease
维生素D,心血管疾病,Drug_Disease
维生素D,动脉粥样硬化,Drug_Disease
维生素D,维生素D缺乏,Drug_Disease
维生素D,心血管事件,Drug_Disease
维生素D,高血压,Drug_Disease
α-糖苷酶抑制剂,糖尿病前期,Drug_Disease
噻唑烷二酮类,糖尿病前期,Drug_Disease
TZDs,糖尿病前期,Drug_Disease
奥利司他,糖尿病前期,Drug_Disease
天芪胶囊,糖尿病前期,Drug_Disease
TZDs,糖尿病,Drug_Disease
奥利司他,糖尿病,Drug_Disease
天芪胶囊,糖尿病,Drug_Disease
胰岛素,妊娠期糖尿病,Drug_Disease
β受体阻滞剂,高血压,Drug_Disease
甲状腺激素,甲状腺功能减退,Drug_Disease
双胍类药物,低氧血症,Drug_Disease
胰岛素,糖尿病合并妊娠,Drug_Disease
二甲双胍,超重,Drug_Disease
口服降糖药,老年糖尿病,Drug_Disease
降糖药物,2型糖尿病,Drug_Disease
ACEI,糖尿病并发症,Drug_Disease
ARB,糖尿病并发症,Drug_Disease
β受体阻滞剂,糖尿病并发症,Drug_Disease
利尿剂,糖尿病并发症,Drug_Disease
β受体阻滞剂,低血糖,Drug_Disease
镇静药物,OSAHS,Drug_Disease
镇静药物,糖尿病,Drug_Disease
降糖药物,OSAHS,Drug_Disease
甲状腺激素,OSAHS,Drug_Disease
甲状腺激素,甲状腺功能减退症,Drug_Disease
噻唑烷二酮类,糖尿病,Drug_Disease
a一葡萄糖苷酶抑制剂,糖尿病,Drug_Disease
吡格列酮,糖尿病,Drug_Disease
胰岛素,1型糖尿,Drug_Disease
外源性胰岛素,1型糖尿病,Drug_Disease
预混胰岛素,1型糖尿病,Drug_Disease
胰岛素泵,脆性糖尿病,Drug_Disease
速效胰岛素类似物,脆性糖尿病,Drug_Disease
长效胰岛素类似物,脆性糖尿病,Drug_Disease
中效胰岛素,妊娠糖尿病,Drug_Disease
短效胰岛素,妊娠糖尿病,Drug_Disease
长效胰岛素,妊娠糖尿病,Drug_Disease
胰岛泵,妊娠糖尿病,Drug_Disease
短效胰岛素,尿病合并妊娠,Drug_Disease
中效胰岛素,尿病合并妊娠,Drug_Disease
长效胰岛素,尿病合并妊娠,Drug_Disease
胰岛泵,尿病合并妊娠,Drug_Disease
胰岛素类似物制剂,妊娠糖尿病,Drug_Disease
胰岛素类似物制剂,尿病合并妊娠,Drug_Disease
门冬胰岛素,妊娠糖尿病,Drug_Disease
门冬胰岛素,尿病合并妊娠,Drug_Disease
地特胰岛素,妊娠糖尿病,Drug_Disease
地特胰岛素,尿病合并妊娠,Drug_Disease
基础胰岛素,2型糖尿病,Drug_Disease
预混胰岛素,2型糖尿病,Drug_Disease
糖苷酶抑制剂,2型糖尿病,Drug_Disease
胰岛素促泌剂,2型糖尿病,Drug_Disease
胰岛素,老年糖尿病,Drug_Disease
胰岛素,肾功能不全,Drug_Disease
El服降糖药,2型糖尿病,Drug_Disease
胰岛素,2型糖尿,Drug_Disease
速效胰岛素类,2型糖尿病,Drug_Disease
短效人胰岛素,2型糖尿病,Drug_Disease
胰岛素,妊用。娠糖尿病,Drug_Disease
胰岛素,严重肝肾功能异常,Drug_Disease
胰岛素,成年人糖尿病,Drug_Disease
门冬胰岛素,儿童及青少年糖尿病,Drug_Disease
胰岛素,儿童及青少年糖尿病,Drug_Disease
赖脯胰岛素,儿童及青少年糖尿病,Drug_Disease
胰岛素,糖尿病合并’肾功能不全,Drug_Disease
短效胰岛素,糖尿病合并’肾功能不全,Drug_Disease
速效胰岛素类似物,糖尿病合并’肾功能不全,Drug_Disease
口服降糖药,糖尿病,Drug_Disease
El服降糖药,糖尿病,Drug_Disease
预混胰岛素,糖尿病,Drug_Disease
胰岛索,2型糖尿病,Drug_Disease
胰岛素,高血糖,Drug_Disease
短效或速效胰岛素,围手术期并发症,Drug_Disease
胰岛素,围手术期并发症,Drug_Disease
人胰岛素,妊娠期糖尿病,Drug_Disease
人胰岛素,糖尿病合并妊娠,Drug_Disease
长效胰岛素类似物,妊娠期糖尿病,Drug_Disease
长效胰岛素类似物,糖尿病合并妊娠,Drug_Disease
短效/速效胰岛素,围手术期并发症,Drug_Disease
胰岛素,低血糖,Drug_Disease
胰岛素泵,1型糖尿病,Drug_Disease
速效胰岛素类似物,1型糖尿病,Drug_Disease
长效胰岛素类似物,1型糖尿病,Drug_Disease
胰岛素类似物制剂,2型糖尿病,Drug_Disease
门冬胰岛素,2型糖尿病,Drug_Disease
地特胰岛素,2型糖尿病,Drug_Disease
胰岛素,注射,Drug_Disease
甲双胍,2型糖尿病,Drug_Disease
注射,2型糖尿病,Drug_Disease
口服药,肥胖,Drug_Disease
胰岛素,脑血管疾病,Drug_Disease
胰岛素,氮质血症,Drug_Disease
基础,2型糖尿病,Drug_Disease
胰岛素制剂,2型糖尿病,Drug_Disease
速效胰岛素类似物,2型糖尿病,Drug_Disease
人胰岛素,2型糖尿病,Drug_Disease
胰岛素类似物,2型糖尿病,Drug_Disease
速效,糖尿病,Drug_Disease
速效胰岛素类似物,糖尿病,Drug_Disease
胰岛素类似物,糖尿病,Drug_Disease
短效人胰岛素,糖尿病,Drug_Disease
赖脯胰岛素,糖尿病,Drug_Disease
谷赖胰岛素,糖尿病,Drug_Disease
胰岛素泵,糖尿病,Drug_Disease
短效人胰,糖尿病,Drug_Disease
速效胰岛素,2型糖尿病,Drug_Disease
"早相(第--B,-J*I|)和晚相(第二时相)胰岛素类似物",2型糖尿病,Drug_Disease
胰岛素泵,2型糖尿病,Drug_Disease
胰岛素泵,成年人糖尿病,Drug_Disease
短效人胰岛素,儿童及青少年糖尿病,Drug_Disease
胰岛素,肝、肾功能不全,Drug_Disease
短效胰岛素,肝、肾功能不全,Drug_Disease
速效胰岛素类似物,肝、肾功能不全,Drug_Disease
中效胰岛素,2型糖尿病,Drug_Disease
NPH,2型糖尿病,Drug_Disease
中性鱼精蛋白锌胰岛素,2型糖尿病,Drug_Disease
长效胰岛素,2型糖尿病,Drug_Disease
PZI,2型糖尿病,Drug_Disease
精蛋白锌胰岛素,2型糖尿病,Drug_Disease
长效人胰岛素类似物,2型糖尿病,Drug_Disease
预混胰岛素,肥胖,Drug_Disease
口服降糖药,低血糖,Drug_Disease
长效胰岛素类似物,低血糖,Drug_Disease
口服降糖药,高血糖,Drug_Disease
短效或速效胰岛素,高血糖,Drug_Disease
长效胰岛素类似物,2型糖尿病,Drug_Disease
短效/速效胰岛素,2型糖尿病,Drug_Disease
预混人胰岛素,2型糖尿病,Drug_Disease
预混胰岛素类似物,2型糖尿病,Drug_Disease
GLP-1类似物,内质网应激,Drug_Disease
艾塞那肽,内质网应激,Drug_Disease
利拉鲁肽,内质网应激,Drug_Disease
GLP-1及其类似物,内质网应激,Drug_Disease
GLP-1类似物,糖尿病,Drug_Disease
利拉鲁肽,糖尿病,Drug_Disease
利拉鲁肽,糖尿病性心脏病,Drug_Disease
甲巯咪唑,甲状腺功能亢进,Drug_Disease
左旋甲状腺素钠,甲状腺功能亢进,Drug_Disease
降压药物,高血压病,Drug_Disease
激素,眼病,Drug_Disease
激素,GO,Drug_Disease
免疫抑制剂,GO,Drug_Disease
口服药物,GO,Drug_Disease
泼尼松,GO,Drug_Disease
左旋甲状腺素,甲减,Drug_Disease
甲巯咪唑,眼病,Drug_Disease
人工泪液,眼病,Drug_Disease
硒,GO,Drug_Disease
硒,糖尿病,Drug_Disease
糖皮质激素,眼病,Drug_Disease
糖皮质激素,GO,Drug_Disease
甲泼尼松龙,眼病,Drug_Disease
甲泼尼松龙,GO,Drug_Disease
利妥昔单抗,自身免疫病,Drug_Disease
利妥昔单抗,GO,Drug_Disease
利妥昔单抗,细胞因子释放综合征,Drug_Disease
生长抑素类似物,GO,Drug_Disease
秋水仙碱,GO,Drug_Disease
糖皮质激素,视神经病变,Drug_Disease
甲巯咪唑,GO,Drug_Disease
左旋甲状腺素,GO,Drug_Disease
奥美拉唑,GO,Drug_Disease
钙剂,GO,Drug_Disease
骨化三醇,GO,Drug_Disease
泼尼松,甲减,Drug_Disease
人工泪液,角膜病,Drug_Disease
甲巯咪唑,Graves病,Drug_Disease
左旋甲状腺素,Graves病,Drug_Disease
糖皮质激素,继发性肾上腺皮质功能减退症,Drug_Disease
糖皮质激素,ACTH功能减退,Drug_Disease
强的松,继发性肾上腺皮质功能减退,Drug_Disease
强的松,AIIAD,Drug_Disease
糖皮质激素,无痛性甲状腺炎,Drug_Disease
强的松,过敏性鼻炎,Drug_Disease
糖皮质激素,AIIAD,Drug_Disease
甲状腺激素,原发性甲状腺功能减退,Drug_Disease
糖皮质激素,原发性甲状腺功能减退,Drug_Disease
糖皮质激素,继发性肾上腺皮质功能减退,Drug_Disease
氢化可的松,继发性肾上腺皮质功能减退,Drug_Disease
糖皮质激素,自身免疫性疾病,Drug_Disease
强的松片,AIIAD,Drug_Disease
糖皮质激素,特发性孤立性ACTH缺乏症,Drug_Disease
盐皮质激素,原发性肾上腺皮质功能减退,Drug_Disease
糖皮质激素,慢性支气管炎,Drug_Disease
盐皮质激素,原发性甲状腺功能减退,Drug_Disease
强的松,肾上腺危象,Drug_Disease
中长效糖皮质激素,肾上腺危象,Drug_Disease
糖皮质激素,阿狄森氏病危象,Drug_Disease
ACTH,AIIAb,Drug_Disease
糖皮质激素,单纯垂体ACTH缺乏,Drug_Disease
血管紧张素转化酶(ACE)抑制剂,糖尿病肾病,Drug_Disease
ACE抑制剂,糖尿病肾病,Drug_Disease
血管紧张素受体阻滞剂,糖尿病肾病,Drug_Disease
ARBs,糖尿病肾病,Drug_Disease
ACE抑制剂,冠心病,Drug_Disease
ARBs,冠心病,Drug_Disease
利尿剂,冠心病,Drug_Disease
钙通道阻滞剂,冠心病,Drug_Disease
β受体阻滞剂,冠心病,Drug_Disease
培哚普利,老年糖尿病,Drug_Disease
吲达帕胺,老年糖尿病,Drug_Disease
α受体阻滞剂,前列腺肥大,Drug_Disease
ACE抑制剂,肾小球动脉硬化,Drug_Disease
ARBs,肾小球动脉硬化,Drug_Disease
β受体阻滞剂,老年糖尿病,Drug_Disease
CCBs,老年ISH,Drug_Disease
利尿剂,老年糖尿病,Drug_Disease
β受体阻滞剂,心绞痛,Drug_Disease
β受体阻滞剂,心肌梗死,Drug_Disease
ACE抑制剂,高血压,Drug_Disease
ARBs,高血压,Drug_Disease
ACE抑制剂,老年糖尿病,Drug_Disease
ARBs,老年糖尿病,Drug_Disease
miR-320抑制剂,糖尿病,Drug_Disease
免疫抑制剂,糖尿病,Drug_Disease
抗惊厥药,痛性糖尿病神经病变,Drug_Disease
普瑞巴林,痛性糖尿病神经病变,Drug_Disease
加巴喷丁,痛性糖尿病神经病变,Drug_Disease
丙戊酸钠,痛性糖尿病神经病变,Drug_Disease
卡马西平,痛性糖尿病神经病变,Drug_Disease
capsaicin,痛性糖尿病神经病变,Drug_Disease
辣椒素,痛性糖尿病神经病变,Drug_Disease
羟考酮,痛性糖尿病神经病变,Drug_Disease
曲马多,痛性糖尿病神经病变,Drug_Disease
阿片类药物,痛性糖尿病神经病变,Drug_Disease
抗忧郁药物,痛性糖尿病神经病变,Drug_Disease
度洛西汀,痛性糖尿病神经病变,Drug_Disease
阿米替林,痛性糖尿病神经病变,Drug_Disease
丙米嗪,痛性糖尿病神经病变,Drug_Disease
西肽普兰,痛性糖尿病神经病变,Drug_Disease
阿司匹林,糖尿病,Drug_Disease
氯吡格雷,溃疡,Drug_Disease
阿司匹林,LEAD,Drug_Disease
抗生素,感染,Drug_Disease
抗生素,厌氧菌感染,Drug_Disease
抗生素,足溃疡,Drug_Disease
甲钴胺,神经损伤,Drug_Disease
生长因子,神经损伤,Drug_Disease
前列腺素E1,DPN,Drug_Disease
贝前列素钠,DPN,Drug_Disease
西洛他唑,DPN,Drug_Disease
己酮可可碱,DPN,Drug_Disease
胰激肽原酶,DPN,Drug_Disease
钙拮抗剂,DPN,Drug_Disease
活血化瘀类中药,DPN,Drug_Disease
抗血小板药物,LEAD,Drug_Disease
他汀类药物,LEAD,Drug_Disease
硝酸盐类,LEAD,Drug_Disease
ACEI,LEAD,Drug_Disease
ARB类药物,LEAD,Drug_Disease
阿司匹林,心血管事件,Drug_Disease
阿司匹林,溃疡,Drug_Disease
甲钴胺,DPN,Drug_Disease
生长因子,DPN,Drug_Disease
醛糖还原酶抑制剂,代谢紊,Drug_Disease
依帕司他,代谢紊,Drug_Disease
抗血小板药物,冠状动脉疾病,Drug_Disease
他汀类药物,冠状动脉疾病,Drug_Disease
硝酸盐类,冠状动脉疾病,Drug_Disease
ACEI,冠状动脉疾病,Drug_Disease
ARB类药物,冠状动脉疾病,Drug_Disease
抗生素,溃疡,Drug_Disease
抗生素,骨髓炎,Drug_Disease
葡萄糖,糖尿病,Drug_Disease
磺脲类,2型糖尿病,Drug_Disease
格列奈类,2型糖尿病,Drug_Disease
TZDs,2型糖尿病,Drug_Disease
短效胰岛素,1型糖尿病,Drug_Disease
胰岛素促分泌剂,低血糖,Drug_Disease
磺脲类,肥胖,Drug_Disease
格列奈类,肥胖,Drug_Disease
TZDs,肥胖,Drug_Disease
胰岛素促泌剂类降糖药物,1型糖尿病,Drug_Disease
非胰岛素促分泌剂,老年糖尿病,Drug_Disease
胰岛素促泌剂类降糖药物,2型,Drug_Disease
胰岛素,2型,Drug_Disease
非胰岛素促泌剂,糖尿病,Drug_Disease
肠促胰素类药物,糖尿病,Drug_Disease
胰岛素促分泌剂,糖尿病,Drug_Disease
双胍类药物,肝功能不全,Drug_Disease
双胍类药物,心力衰竭,Drug_Disease
双胍类药物,乳酸性酸中毒,Drug_Disease
阿卡波糖,糖尿病,Drug_Disease
格列喹酮,肾功能不全,Drug_Disease
血管紧张素Ⅱ受体拮抗剂(ARB)类降压药,老年糖尿病,Drug_Disease
血管紧张素转换酶抑制剂(ACEI),老年糖尿病,Drug_Disease
长效钙离子拮抗剂(CCB),高尿酸血症,Drug_Disease
选择性p受体阻断剂,高尿酸血症,Drug_Disease
利尿剂,高尿酸血症,Drug_Disease
他汀类药物,肾脏病,Drug_Disease
他汀类药物,甲状腺功能减退症,Drug_Disease
贝特类降脂药,高尿酸血症,Drug_Disease
烟酸制剂,高尿酸血症,Drug_Disease
阿司匹林,老年糖尿病,Drug_Disease
阿司匹林,动脉粥样硬化症,Drug_Disease
辣椒辣素,痛性神经病变,Drug_Disease
非麻醉性镇痛药,痛性神经病变,Drug_Disease
d-硫辛酸,DPN,Drug_Disease
前列地尔,DPN,Drug_Disease
甲基维生素B,DPN,Drug_Disease
维生素D,骨质疏松症,Drug_Disease
钙剂,骨质疏松症,Drug_Disease
降血糖药物,糖尿病,Drug_Disease
非胰岛素促泌剂类,糖尿病,Drug_Disease
阿卡波糖,老年糖尿病,Drug_Disease
二甲双胍,老年糖尿病,Drug_Disease
糖尿病,糖尿病,Drug_Disease
双胍类药物,2型糖尿病,Drug_Disease
米格列醇,老年糖尿病,Drug_Disease
伏格列波糖,老年糖尿病,Drug_Disease
仪-糖苷酶抑制剂,老年糖尿病,Drug_Disease
d·糖苷酶抑制剂,老年糖尿病,Drug_Disease
d.糖苷酶抑制剂,糖尿病,Drug_Disease
葡萄糖制剂,糖尿病,Drug_Disease
格列本脲,老年糖尿病,Drug_Disease
胰岛素促泌剂类,老年糖尿病,Drug_Disease
磺脲类,老年糖尿病,Drug_Disease
磺脲类药物,老年糖尿病,Drug_Disease
格列齐特,老年糖尿病,Drug_Disease
格列吡嗪,老年糖尿病,Drug_Disease
格列喹酮,老年糖尿病,Drug_Disease
长效钙离子拮抗剂(CCB),老年糖尿病,Drug_Disease
选择性p受体阻断剂,老年糖尿病,Drug_Disease
他汀类药物,老年糖尿病,Drug_Disease
他汀类单药,老年糖尿病,Drug_Disease
贝特类降脂药,单纯高甘油三酯血症,Drug_Disease
抑制嘌呤合成类药物,高尿酸血症,Drug_Disease
别嘌呤醇,高尿酸血症,Drug_Disease
非布司他,高尿酸血症,Drug_Disease
血管活性药物,动脉粥样硬化症,Drug_Disease
硫酸氢氯吡格雷,动脉粥样硬化症,Drug_Disease
前列腺素E.制剂,动脉闭塞症,Drug_Disease
前列腺素钠片,动脉闭塞症,Drug_Disease
西洛他唑,PAD,Drug_Disease
肾素血管紧张素系统(RAS)抑制剂,糖尿病肾病,Drug_Disease
二膦酸盐制剂,骨质疏松,Drug_Disease
氢离子泵抑制剂,出血,Drug_Disease
生长抑素类似物,出血,Drug_Disease
氢离子泵抑制剂,胃肠道穿孔,Drug_Disease
生长抑素类似物,P-NETs,Drug_Disease
依维莫司,P-NETs,Drug_Disease
舒尼替尼,P-NETs,Drug_Disease
氢离子泵抑制剂,消化道溃疡,Drug_Disease
生长抑素类似物,消化道溃疡,Drug_Disease
生长抑素类似物,MEN1,Drug_Disease
舒尼替尼,MEN1,Drug_Disease
依维莫司,MEN1,Drug_Disease
利拉鲁肽,T2DM,Drug_Disease
恩格列净,T2DM,Drug_Disease
他汀类,ASCVD,Drug_Disease
贝特类,ASCVD,Drug_Disease
高纯度鱼油制剂,ASCVD,Drug_Disease
贝特类,严重高TG血症,Drug_Disease
高纯度鱼油制剂,严重高TG血症,Drug_Disease
烟酸类,严重高TG血症,Drug_Disease
阿司匹林,ASCVD,Drug_Disease
氯吡格雷,ASCVD,Drug_Disease
阿司匹林,急性冠状动脉综合征(ACS),Drug_Disease
氯吡格雷,急性冠状动脉综合征(ACS),Drug_Disease
胰岛素,ASCVD,Drug_Disease
磺脲类药物(SUs,ASCVD,Drug_Disease
噻唑烷二酮类(TZDs),ASCVD,Drug_Disease
