from,to,rel
每日1~2次,预混人胰岛素,Frequency_Drug
每天注射2或3次,预混胰岛素,Frequency_Drug
每日3次,胰岛素,Frequency_Drug
每日1次,磺脲类药物,Frequency_Drug
每天服用1次,格列齐特,Frequency_Drug
每天服用1次,格列吡嗪,Frequency_Drug
小量多次,碳酸氢钠,Frequency_Drug
1次/d,硫酸氢氯吡格雷,Frequency_Drug
2次/d,西洛他唑,Frequency_Drug
连续10—20d为1个疗程,前列腺素E.制剂,Frequency_Drug
4次/d,胰岛素,Frequency_Drug
持续性,胰岛素,Frequency_Drug
每日4次,胰岛素,Frequency_Drug
bid,利拉鲁肽,Frequency_Drug
bid,Exendin,Frequency_Drug
bid,生理盐水,Frequency_Drug
每日一次或二次,胰岛素,Frequency_Drug
一日两次,低比例预混胰岛素,Frequency_Drug
每日3次,中低预混胰岛素类似物,Frequency_Drug
每日1次或2次,预混胰岛素,Frequency_Drug
每日3次,BIAsp30,Frequency_Drug
每日3次,BIAsp70,Frequency_Drug
每日2次,LM25,Frequency_Drug
每日3次,LM50,Frequency_Drug
每日1次,GL,Frequency_Drug
1日3次,赖脯胰岛素,Frequency_Drug
1日1次,赖脯胰岛素,Frequency_Drug
1日1次,GL,Frequency_Drug
1日3次,GL,Frequency_Drug
1日3次,LM50,Frequency_Drug
每日3次,中比例预混胰岛素类似物,Frequency_Drug
每日2次,中预混LM50,Frequency_Drug
每日2次,低预混LM25,Frequency_Drug
bid,预混胰岛素,Frequency_Drug
每日2针,单纯低预混人胰岛素,Frequency_Drug
每日2次,BIAsp30,Frequency_Drug
睡前1次,GL,Frequency_Drug
睡前一次,GL,Frequency_Drug
睡前1次,BIAsp30,Frequency_Drug
1日4次,赖脯胰岛素,Frequency_Drug
1日4次,GL,Frequency_Drug
1日1次,LM25,Frequency_Drug
1日3次,LM25,Frequency_Drug
每日2次,利拉鲁肽,Frequency_Drug
Tid,格列喹酮,Frequency_Drug
每日1次,基础胰岛素,Frequency_Drug
每日1次,低预混人胰岛素,Frequency_Drug
每日1次,低预混胰岛素类似物,Frequency_Drug
每日1次,中预混人胰岛素,Frequency_Drug
每日1次,中预混胰岛素类似物,Frequency_Drug
每日2次,预混胰岛素类似物,Frequency_Drug
早餐前,基础胰岛素,Frequency_Drug
每日2次,预混胰岛,Frequency_Drug
每日2次,预混胰岛素类似物),Frequency_Drug
1-2-3次,预混胰岛素,Frequency_Drug
早、晚餐前30min,预混胰岛素类似,Frequency_Drug
每日3次,预混胰岛,Frequency_Drug
午餐前,胰岛素,Frequency_Drug
晚餐前,预混胰岛素类似物,Frequency_Drug
餐前即刻注射,预混胰岛素类似物,Frequency_Drug
餐后立即注射,预混胰岛素类似物,Frequency_Drug
每周,预混胰岛素,Frequency_Drug
每2周,预混胰岛素,Frequency_Drug
每月,预混胰岛素,Frequency_Drug
每天,预混胰岛素类似物,Frequency_Drug
每日,预混胰岛素类似物,Frequency_Drug
每3~5天,预混胰岛素,Frequency_Drug
每日一次,格列吡嗪,Frequency_Drug
每日一次,格列齐特,Frequency_Drug
每日一次,磺脲类药物,Frequency_Drug
每日1次(qd),西格列汀,Frequency_Drug
qd,沙格列汀,Frequency_Drug
qd,维格列汀,Frequency_Drug
3次/d,氯化钾缓释片,Frequency_Drug
3次/d,门冬氨酸钾镁注射液,Frequency_Drug
1次/d,螺内酯,Frequency_Drug
1次/d,安体舒通,Frequency_Drug
每天早晚,氢化可的松,Frequency_Drug
一天一次,利拉鲁肽,Frequency_Drug
qw,特立帕肽,Frequency_Drug
每周1次,特立帕肽,Frequency_Drug
2次/d,头孢曲松,Frequency_Drug
2次/d,酮康唑,Frequency_Drug
2次/d,醋酸可的松,Frequency_Drug
每天,地塞米松,Frequency_Drug
每日1次,沙格列汀,Frequency_Drug
每日2次,维格列汀,Frequency_Drug
每日1次,利格歹0汀,Frequency_Drug
每日1次,西格列汀,Frequency_Drug
每日1次,阿格列汀,Frequency_Drug
每日2次,艾塞那肽,Frequency_Drug
每日1次,利拉鲁肽,Frequency_Drug
每日2次,二甲双胍,Frequency_Drug
每日1次,二甲双胍,Frequency_Drug
每半月或每月给药一次,GLP一1受体激动剂类药物,Frequency_Drug
每日一次,达格列净,Frequency_Drug
每日一次,恩格列净,Frequency_Drug
展服一次,达格列净,Frequency_Drug
展服一次,恩格列净,Frequency_Drug
每日2次,西格列汀,Frequency_Drug
1日1次,利格列汀,Frequency_Drug
2次/d,门冬胰岛素30,Frequency_Drug
1天3次,重组人胰岛素R,Frequency_Drug
睡前注射,重组人胰岛N,Frequency_Drug
1天3次,伏格列波糖,Frequency_Drug
1天1次,左甲状腺素钠片,Frequency_Drug
1天1次,替勃龙,Frequency_Drug
1天1次,600mg,Frequency_Drug
1天2次,骨化三醇,Frequency_Drug
每晚1次,瑞舒伐他汀钙,Frequency_Drug
每日1次(qd),沙格列汀,Frequency_Drug
tid,10%KCl,Frequency_Drug
bid,螺内酯,Frequency_Drug
tid,门冬氨酸钾镁,Frequency_Drug
qd,吲哚美辛肠溶片,Frequency_Drug
bid,法莫替丁,Frequency_Drug
qd,吲哚美辛缓释片,Frequency_Drug
qd,依普利酮,Frequency_Drug
qd,阿米洛利,Frequency_Drug
q,Na131I,Frequency_Drug
每天3次,安慰剂,Frequency_Drug
每天3次,二甲双胍,Frequency_Drug
1日3次,阿卡波糖,Frequency_Drug
每日3次,阿卡波糖,Frequency_Drug
每日3次,二甲双胍,Frequency_Drug
每天,维生素D,Frequency_Drug
每日两次,醋酸泼尼松,Frequency_Drug
q12h,舒普深,Frequency_Drug
qd,氢化可的松,Frequency_Drug
qd,托伐普坦,Frequency_Drug
bid,强的松,Frequency_Drug
qod,氢氯噻嗪片,Frequency_Drug
q8h,氢化可的松,Frequency_Drug
q12h,氢化可的松,Frequency_Drug
qd,碳酸钙D3,Frequency_Drug
qw,阿仑膦酸钠,Frequency_Drug
1次,噻唑烷二酮类,Frequency_Drug
1次,罗格列酮,Frequency_Drug
1次,吡格列酮,Frequency_Drug
每日1次,二肽基肽酶4(DPP-4)抑制剂,Frequency_Drug
每日1次,维格列汀,Frequency_Drug
每日1次,利格列汀,Frequency_Drug
早餐前,罗格列酮,Frequency_Drug
早餐前,吡格列酮,Frequency_Drug
1次/d,二甲双胍,Frequency_Drug
3次/d,二甲双胍,Frequency_Drug
2000mg/d,二甲双胍,Frequency_Drug
2次/d,二甲双胍,Frequency_Drug
分2~3次服用,二甲双胍,Frequency_Drug
每周1次,甲基强的松龙,Frequency_Drug
隔日冲击,甲基强的松龙,Frequency_Drug
每周一次,甲基强的松龙,Frequency_Drug
脉冲,甲基强的松龙,Frequency_Drug
每日1~3次,别嘌醇,Frequency_Drug
分2~3,别嘌醇,Frequency_Drug
每日1次,非布司他,Frequency_Drug
每日1次,苯溴马隆,Frequency_Drug
1日2次,丙磺舒,Frequency_Drug
2次/d,丙磺舒,Frequency_Drug
每日3次,碳酸氢钠(小苏打,Frequency_Drug
每日2次,诺和锐,Frequency_Drug
每日2次,甘舒霖,Frequency_Drug
每天只需服用1次,磺脲类药物,Frequency_Drug
每天,阿卡波糖,Frequency_Drug
每天,二甲双胍,Frequency_Drug
bid,西格列汀,Frequency_Drug
tid,盐胶囊,Frequency_Drug
bid,盐胶囊,Frequency_Drug
每天3粒,盐胶囊,Frequency_Drug
每日2、3次,胰岛素,Frequency_Drug
每周1次,RTX,Frequency_Drug
"间隔2周,共输2次",RTX,Frequency_Drug
每周1次,甲强龙,Frequency_Drug
每日或隔日,甲强龙,Frequency_Drug
每天注射两次,艾塞那肽,Frequency_Drug
每天一次,利司那肽,Frequency_Drug
每天一次,利拉鲁肽,Frequency_Drug
每周一次,艾塞那肽周制剂,Frequency_Drug
每周一次,阿必鲁肽,Frequency_Drug
每周一次,dulaglutide,Frequency_Drug
2次/d,艾塞那肽,Frequency_Drug
2次/d,Exendi-4,Frequency_Drug
1次/d,利拉鲁肽,Frequency_Drug
4次/d,艾塞那肽,Frequency_Drug
每天5次,磷酸氢二钠,Frequency_Drug
5次/d,口服磷溶液,Frequency_Drug
3~5次,口服磷溶液,Frequency_Drug
4~6次,口服磷溶液,Frequency_Drug
5次/d,口服磷,Frequency_Drug
q8h,氯化钾缓释片,Frequency_Drug
tid,苯扎贝特分散片,Frequency_Drug
tid,吲哚美辛肠溶片,Frequency_Drug
qd,依那普利,Frequency_Drug
bid,螺内酯片,Frequency_Drug
每天3次,赖脯胰岛素,Frequency_Drug
每2h,赖脯胰岛素,Frequency_Drug
每4h,赖脯胰岛素,Frequency_Drug
每日1次,达格列净,Frequency_Drug
1~3,二甲双胍,Frequency_Drug
1~3,格列本脲,Frequency_Drug
1~3,格列吡嗪,Frequency_Drug
1~2,格列齐特缓释片,Frequency_Drug
1~3,格列喹,Frequency_Drug
1,格列美脲,Frequency_Drug
2~3,瑞格列奈,Frequency_Drug
2~3,米格列奈,Frequency_Drug
2~3,那格列奈,Frequency_Drug
3,阿卡波糖,Frequency_Drug
3,伏格列波糖,Frequency_Drug
1,罗格列酮,Frequency_Drug
1,吡格列酮,Frequency_Drug
1,西格列汀,Frequency_Drug
1~2,维格列汀,Frequency_Drug
1,沙格列汀,Frequency_Drug
1,利格列汀,Frequency_Drug
1,阿格列汀,Frequency_Drug
2,艾塞那肽,Frequency_Drug
1,利拉鲁肽,Frequency_Drug
1,利司那肽,Frequency_Drug
每周1次,度拉唐肽,Frequency_Drug
每周1次,阿必鲁肽,Frequency_Drug
1,达格列净,Frequency_Drug
1,坎格列净,Frequency_Drug
1,恩格列净,Frequency_Drug
每天1次,利拉鲁肽,Frequency_Drug
72h,链脲佐菌素,Frequency_Drug
每日1次,甘精胰岛素,Frequency_Drug
单次,链脲佐菌素,Frequency_Drug
每日单次服药,西格列汀,Frequency_Drug
bid,维格列汀,Frequency_Drug
qd,格列美脲,Frequency_Drug
qd,吡格列酮,Frequency_Drug
qd,罗格列酮,Frequency_Drug
tid,阿卡波糖,Frequency_Drug
2次/d,利拉鲁肽,Frequency_Drug
前2周,甲基强的松龙,Frequency_Drug
每周,甲基强的松龙,Frequency_Drug
每6h,地塞米松,Frequency_Drug
缺血前1min,GLP-1,Frequency_Drug
每日,利拉鲁肽,Frequency_Drug
1/d,沙格列汀,Frequency_Drug
2/d,二甲双胍,Frequency_Drug
1/d,罗格列酮,Frequency_Drug
3/d,盐酸二甲双胍,Frequency_Drug
1/d,罗格列酮钠片,Frequency_Drug
tid,二甲双胍,Frequency_Drug
1d给药1次,L-T4,Frequency_Drug
每天给药1次,L-T4,Frequency_Drug
qd,利拉鲁肽,Frequency_Drug
qd,比索洛尔,Frequency_Drug
Qd,舒尼替尼,Frequency_Drug
每1~2周,磺脲类药物,Frequency_Drug
每日3次,格列喹酮,Frequency_Drug
每日3次,格列吡嗪普通剂型,Frequency_Drug
每日给药1~2次,格列美脲,Frequency_Drug
每日给药1~2次,格列吡嗪控释剂,Frequency_Drug
每日给药1~2次,格列齐特,Frequency_Drug
每日给药1~2次,格列齐特缓释片,Frequency_Drug
每日给药1~2次,格列本脲,Frequency_Drug
每1~2周调整一次,磺脲类药物,Frequency_Drug
体重明显增加,葡萄糖,Frequency_Drug
静脉滴注,葡萄糖,Frequency_Drug
3d,葡萄糖,Frequency_Drug
一日2次,二氮嗪,Frequency_Drug
日3~4次,奥曲肽,Frequency_Drug
每天注射1次,STZ,Frequency_Drug
每日,L-T4,Frequency_Drug
1~2周,二甲双胍,Frequency_Drug
2次/天,二甲双胍,Frequency_Drug
1次/天,缓释剂,Frequency_Drug
2~3次,缓释剂,Frequency_Drug
48~721J\B,二甲双胍,Frequency_Drug
48~72/Jqt,二甲双胍,Frequency_Drug
各1次,磺脲类药物,Frequency_Drug
3次/d,伏格列波糖,Frequency_Drug
2次/d,维格列汀,Frequency_Drug
1次/d,罗格列酮,Frequency_Drug
每日2片,马来酸罗格列酮,Frequency_Drug
qod,MMI,Frequency_Drug
bid,鲨甘醇片,Frequency_Drug
每日,精蛋白锌胰岛素,Frequency_Drug
每日,阿那白滞素,Frequency_Drug
bid,二甲双胍,Frequency_Drug
1天1次或2次,基础胰岛素,Frequency_Drug
tid,甲巯咪唑,Frequency_Drug
bid,倍他乐克,Frequency_Drug
qd,赛治,Frequency_Drug
tid,赛治,Frequency_Drug
3次/d,PTU,Frequency_Drug
3次/d,丙基硫氧嘧啶,Frequency_Drug
每天2次,罗格列酮,Frequency_Drug
qd,左甲状腺素钠片,Frequency_Drug
qd,炔雌醇环丙孕酮片,Frequency_Drug
间歇性,甲状旁腺激素,Frequency_Drug
一天一次,阿格列汀,Frequency_Drug
每日三次,伏格列波糖,Frequency_Drug
每日三次,阿格列汀,Frequency_Drug
每日三次,α-糖苷酶抑制剂,Frequency_Drug
睡前1次,甘精胰岛素,Frequency_Drug
bid,酚苄明,Frequency_Drug
qN,多沙唑嗪缓释片,Frequency_Drug
1~3次,餐时胰岛素,Frequency_Drug
2~3次,餐时胰岛素,Frequency_Drug
每日1~2次,基础胰岛素,Frequency_Drug
每4~6h一次,短效/速效胰岛素,Frequency_Drug
qd,醋酸泼尼松片,Frequency_Drug
每天1次,康忻,Frequency_Drug
每天3次,丙基硫氧嘧啶,Frequency_Drug
1天1次,丙基硫氧嘧啶,Frequency_Drug
每天1次,赛治,Frequency_Drug
tid,盐酸二甲双胍,Frequency_Drug
bid,瑞格列奈盐酸二甲双胍模拟片,Frequency_Drug
1日2次,二甲双胍,Frequency_Drug
1日3次,二甲双胍,Frequency_Drug
每天服用2次,二甲双胍,Frequency_Drug
每天服用2次,瑞格列奈,Frequency_Drug
每天服用3次,二甲双胍,Frequency_Drug
每天服用3次,瑞格列奈,Frequency_Drug
bid,瑞格列奈盐酸二甲双胍片,Frequency_Drug
bid,瑞格列奈模拟片,Frequency_Drug
bid,盐酸二甲双胍模拟片,Frequency_Drug
bid,瑞格列奈片,Frequency_Drug
每天注射3~4次,MDI,Frequency_Drug
每天注射3~4次,胰岛素,Frequency_Drug
3次/d,碳酸氢钠,Frequency_Drug
1~3次/d,秋水仙碱,Frequency_Drug
隔日1次,秋水仙碱,Frequency_Drug
1次/d,缓释剂型,Frequency_Drug
2次/d,缓释剂型,Frequency_Drug
2~3次服,二甲双胍,Frequency_Drug
500nlg/d,二甲双胍,Frequency_Drug
2550mg/d,二甲双胍,Frequency_Drug
正常,二甲双胍,Frequency_Drug
(2000mg/d,二甲双胍,Frequency_Drug
长期应用,二甲双胍,Frequency_Drug
2次/d,西格列汀,Frequency_Drug
每天1次,溴隐亭,Frequency_Drug
每天2次,醋酸氢化可的松,Frequency_Drug
每天2次,氢化可的松,Frequency_Drug
1日多次,格列奈类促泌剂,Frequency_Drug
每年一次,唑来膦酸,Frequency_Drug
每年1次,唑来膦酸,Frequency_Drug
2次/d,穿虎痛风合剂,Frequency_Drug
1次/d,秋水仙碱,Frequency_Drug
1次/d,依托考昔,Frequency_Drug
3次/d,依托考昔,Frequency_Drug
2次/d,碳酸氢钠,Frequency_Drug
1次/d,穿虎痛风合剂模拟剂,Frequency_Drug
2次/d,秋水仙碱,Frequency_Drug
2次/d,秋水仙碱模拟片,Frequency_Drug
1次/d,安康信,Frequency_Drug
